"Сведения о количестве заключенных договоров страхования в разрезе страховщиков, единиц",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 139,Unnamed: 140,Unnamed: 141,Unnamed: 142,Unnamed: 143,Unnamed: 144,Unnamed: 145,Unnamed: 146,Unnamed: 147,Unnamed: 148,Unnamed: 149,Unnamed: 150,Unnamed: 151,Unnamed: 152,Unnamed: 153,Unnamed: 154,Unnamed: 155,Unnamed: 156,Unnamed: 157,Unnamed: 158,Unnamed: 159,Unnamed: 160,Unnamed: 161,Unnamed: 162,Unnamed: 163,Unnamed: 164,Unnamed: 165,Unnamed: 166,Unnamed: 167,Unnamed: 168,Unnamed: 169,Unnamed: 170,Unnamed: 171,Unnamed: 172,Unnamed: 173,Unnamed: 174,Unnamed: 175,Unnamed: 176,Unnamed: 177,Unnamed: 178,Unnamed: 179,Unnamed: 180,Unnamed: 181,Unnamed: 182,Unnamed: 183,Unnamed: 184,Unnamed: 185,Unnamed: 186,Unnamed: 187,Unnamed: 188,Unnamed: 189,Unnamed: 190,Unnamed: 191,Unnamed: 192,Unnamed: 193,Unnamed: 194,Unnamed: 195,Unnamed: 196,Unnamed: 197,Unnamed: 198,Unnamed: 199,Unnamed: 200,Unnamed: 201,Unnamed: 202,Unnamed: 203,Unnamed: 204,Unnamed: 205,Unnamed: 206,Unnamed: 207,Unnamed: 208,Unnamed: 209,Unnamed: 210,Unnamed: 211,Unnamed: 212,Unnamed: 213,Unnamed: 214,Unnamed: 215,Unnamed: 216,Unnamed: 217,Unnamed: 218,Unnamed: 219,Unnamed: 220,Unnamed: 221,Unnamed: 222,Unnamed: 223,Unnamed: 224,Unnamed: 225,Unnamed: 226,Unnamed: 227,Unnamed: 228,Unnamed: 229,Unnamed: 230,Unnamed: 231,Unnamed: 232,Unnamed: 233,Unnamed: 234,Unnamed: 235,Unnamed: 236,Unnamed: 237,Unnamed: 238,Unnamed: 239,Unnamed: 240,Unnamed: 241,Unnamed: 242,Unnamed: 243,Unnamed: 244,Unnamed: 245,Unnamed: 246,Unnamed: 247,Unnamed: 248,Unnamed: 249,Unnamed: 250,Unnamed: 251,Unnamed: 252,Unnamed: 253,Unnamed: 254,Unnamed: 255
3609,"Общество с ограниченной ответственностью ""ППФ Страхование жизни""",12209,8823,2324,1959,,,,,,,,,,,,,,,,,,,1959,1959,,,,,,,,,,,365,,,,,,,,,,,,,,,,,,,365,,,365,,,,,,,,,6499,48,,,,,,,,,,,,,34,,,23,8,3,,,,,,,14,,,,,14,6451,,,,,,,,,,,,,5127,,,451,1068,3608,,,,,,,1324,,,,,1324,938,3,,,,1,2,935,,,,,935,2448,2152,,,,,,2152,296,,,296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3692,"Общество с ограниченной ответственностью Страховая компания ""Сбербанк страхование жизни""",416394,416313,383582,47052,,,,,,,47044,42401,1622,2494,526,1,8,,7,1,,,,,,,,,,,,,,,336530,,,,,,,336508,,13939,19738,69933,232898,1,,,,1,,21,,,12,4,5,,,,,,,32731,12668,8719,,677,7288,754,,,,,,,,3949,,6,2305,1317,321,,,,,,,,,,,,,20063,,,,,,,,,,,,,20063,,151,8069,5617,6226,,,,,,,,,,,,,,,,,,,,,,,,,,81,3,,,,,,3,78,,,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3748,"Акционерное общество ""Русский Стандарт Страхование""",86556,20154,20154,20154,783,,152,631,,,178,178,,,,,43,,,43,,,18976,858,3963,11433,2722,,174,153,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66402,31361,106,,,,,31255,35041,1293,310,33438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3767,"Общество с ограниченной ответственностью Страховая компания ""АСКОР""",1887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313,313,,,,,,313,,,,,1574,576,534,534,,,,,,,9,,,,,,,,,,,,28,,1,27,5,,,5,994,,,,,,,,,,,,,,,,,992,,,4,,988,2,,,,,,,,2,,,4,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3799,"общество с ограниченной ответственностью ""Британский Страховой Дом""",9720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3010,938,,9,,6,,923,2072,936,58,1078,6710,2856,67,67,,,,,,,2595,,,,,,,,,,,,96,,4,92,98,28,65,5,3675,46,46,,,,,,,,,,,,,,,3556,3504,,,,52,73,,,,,,,,,73,179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3803,"Общество с ограниченной ответственностью ""Страховая Компания Доминанта""",446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,446,173,,,,,,,,,40,,,,,,,,,,,,133,,,133,,,,,273,,,,,,,,,,,,,,1,,1,272,4,,,,268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3815,"Общество с ограниченной ответственностью ""СК ""Экспресс-страхование""",222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126,,,,,,,,,,,,,,,,,30,30,,,,,96,,,,,,,,,96,,96,,,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3823,"Общество с ограниченной ответственностью ""Страховая компания ""Ингосстрах-Жизнь""",7612,2185,2185,993,78,,61,17,,,704,391,99,98,116,,211,142,29,29,8,3,,,,,,,,,,,,,1192,,,,,,,13,1,4,4,4,,1179,,,800,66,313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,2,,,,,2,5425,5372,,,,894,,4478,53,,2,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3825,"Общество с ограниченной ответственностью ""Страховая Компания СОГАЗ-ЖИЗНЬ""",19870,14676,14141,9067,7460,,1520,5359,581,,,,,,,,1602,,43,1419,132,8,5,3,1,1,,,,,,,,,5074,,,,,,,,,,,,,4974,1,2,1063,3858,50,100,2,1,11,27,59,,,,,,,535,444,261,,,,261,,,,,,,,180,,3,149,28,,3,1,1,1,,,,,,,,,91,,,,,,,,,,,,,,,,,,,91,,,6,26,59,,,,,,,,,,,,,,,,,,,,5194,5145,,,,12,,5133,49,,,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3826,"Общество с ограниченной ответственностью ""Вита-страхование""",1133,761,761,518,,,,,,,517,517,,,,,1,1,,,,,,,,,,,,,,,,,243,,,,,,,,,,,,,243,139,87,16,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,372,353,,,,1,,352,19,,9,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3828,"Общество с ограниченной ответственностью Страховая компания ""Альянс Жизнь""",2570,462,112,64,,,,,,,,,,,,,32,,,4,28,,32,32,,,,,,,,,,,48,,,,,,,,,,,,,4,,,,2,2,44,31,,2,2,9,,,,,,,350,292,290,,,256,34,,,,,,,,2,,,,1,1,,,,,,,,,,,,,58,,,,,,,,,,,,,58,,,1,7,50,,,,,,,,,,,,,,,,,,,,,,,,,,2108,807,,,,,,807,1301,,,1301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3834,"Общество с ограниченной ответственностью ""Страховое общество ""Помощь""",145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,,,4,,,,,,,,141,20,,,,,,,,,19,,,,,,,,,,,,,,,,1,1,,,8,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,8,,,113,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3837,"Общество с ограниченной ответственностью ""Страховая компания ""Ингосстрах-М""",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3847,"Общество с ограниченной ответственностью Страховая компания ""Независимая страховая группа""",1953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,77,,,,76,,1,923,833,35,55,734,632,10,10,,,43,,,,540,,,,,,,,,,,,31,,,31,8,8,,,102,9,9,,,,50,,,,,,,,,,,43,,,,,43,,,,,,,,,,,,,,,,,,,,,,,,,219,192,,1,26,,,,,,,,,,,,,,,,,,,
3866,"Общество с ограниченной ответственностью ""Страховая компания ""ВСК-Линия жизни""",2286,2195,2195,1937,1010,183,289,538,,,874,234,638,2,,,53,,53,,,,,,,,,,,,,,,,258,,,,,,,,,,,,,229,1,,87,133,8,29,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,91,,,,,1,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3867,"Общество с ограниченной ответственностью ""АК БАРС СТРАХОВАНИЕ""",59052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21476,20819,,,,,,20819,657,657,,,37576,24153,108,,108,,4,,,,3,1145,,,,,,1145,,,1145,,370,,,370,22523,15550,588,6385,13157,1,1,,,,6,,,,,,,,4,,4,13146,,,,,13146,,,,,,,,,,,,266,5,,261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3870,"Общество с ограниченной ответственностью страховая компания ""ДЕЛО ЖИЗНИ""",3506,453,345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345,,,,,,,,,,,,,345,,,33,94,218,,,,,,,,,,,,,108,8,,,,,,,,,,,,,8,,,,2,6,,,,,,,,,,,,,100,,,,,,,,,,,,,100,,,,13,87,,,,,,,,,,,,,,,,,,,,,,,,,,3053,3053,,,,14,,3039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3879,"Общество с ограниченной ответственностью Страховая компания ""Росгосстрах Жизнь""",21346,14229,4990,1598,,,,,,,1391,5,573,813,,,181,5,10,164,2,,26,,,1,,25,,,,,,,3392,,,,,,,,,,,,,724,,,698,26,,2668,,,6,7,2655,,,,,,,9239,4584,4557,38,1554,2277,688,,,,,,,,26,,,11,14,1,1,,,,,1,,,,,,,4655,1646,,,1646,,,,,,,,,2952,13,52,772,1913,202,57,,,4,9,44,,,,,,,,,,,,,,,,,,,,7117,512,,,,81,,431,6605,,,6605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3941,"Общество с ограниченной ответственностью ""СМП-Страхование""",20668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9839,3602,,,,,,3602,6237,1665,33,4539,10829,10006,341,341,,5,2,2,,2,70,,,,,,,,,,,,520,,62,458,9066,2492,6532,42,269,12,12,,,,1,,,,,,,,,,,256,58,,,,198,,,,,,,,,,,,554,,,554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3943,"Общество с ограниченной ответственностью ""Страховая компания ""АК БАРС-Мед""",7878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7878,,,,,,,,7878,,52,7826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3947,"Акционерное общество ""АИГ страховая компания""",400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,74,,,,,,,,,63,,,,,,,,,,,,11,,,11,,,,,181,8,8,,,,,,,,,,,,55,,55,118,,,,,118,,,,,,,,,,,,91,,,91,,,,,,,,,,54,54,,,,,,,,,,,,,,,,,,,,,,
3954,"Общество с ограниченной ответственностью ""РУССКОЕ СТРАХОВОЕ ОБЩЕСТВО ""ЕВРОИНС""",172313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48072,21370,4053,1134,,529,,15654,26702,,1735,24967,81529,54571,28037,27687,350,,,23,20,3,656,210,8,7,,1,,202,,,202,,750,579,17,154,24895,3741,19977,1177,25353,335,335,,,,,115,38,77,,,,,252,252,,24608,8,,69,8,24523,43,,,,,,,,42,1,,1605,910,,695,,,,,,,,,42712,,,,,,,,,,,,,,,,,,,,,,,,
3969,"Общество с ограниченной ответственностью ""Страховая Компания Чабб""",437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,45,,8,47,,,,,,,337,73,,,,,,,,,36,,,,,,,,,,,,36,,3,33,1,,,1,225,,,,,,,,,,,,,,3,3,,222,2,,,,220,,,,,,,,,,,34,5,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3972,"Общество с ограниченной ответственностью ""Страховая Компания ""Ренессанс Жизнь""",418419,274778,251074,246909,,,,,,,226561,134719,37462,49408,4972,,2330,1411,917,2,,,18018,18006,12,,,,,,,,,,4165,,,,,,,1496,,2,22,112,1360,2101,59,3,1503,222,314,568,30,,538,,,,,,,,,23704,14891,3518,,335,2484,699,,1680,186,321,697,476,,83,,,83,,,9610,9168,442,,,,,,,,,,8813,,,,,,,,,,,,,8120,807,4,5647,1064,598,693,693,,,,,,,,,,,65,,,,,,,65,,,,,65,143576,108130,,,,,,108130,35446,,,35446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3984,"Общество с ограниченной ответственностью ""Капитал Лайф Страхование Жизни""",221804,41192,29440,21369,,,,,,,19611,15254,4267,84,6,,900,,212,536,152,,90,80,9,1,,,768,388,211,,,169,8071,,,,,,,,,,,,,945,,6,604,229,106,65,13,20,18,12,2,7061,,,,,7061,11752,1957,1842,,5,245,1592,,,,,,,,100,,,61,34,5,,,,,,,15,,1,,,14,9795,426,,,,417,9,,,,,,,9369,,,5558,2908,903,,,,,,,,,,,,,646,6,,,,4,2,640,,,,71,569,179966,102660,504,,6,58,,102092,77306,6484,7,70815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3987,"Акционерное общество Страховая компания ""УРАЛСИБ Жизнь""",6067,6000,5802,5799,741,,95,646,,,5057,116,1224,3717,,,1,,,,1,,,,,,,,,,,,,,3,,,,,,,,,,,,,3,,,,3,,,,,,,,,,,,,,198,126,,,,,,,,,,,,,126,,,119,6,1,,,,,,,,,,,,,72,,,,,,,,,,,,,72,,,62,10,,,,,,,,,,,,,,,,,,,,,,,,,,,67,,,,,,,,67,,,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3998,"Общество с ограниченной ответственностью ""Страховая Компания Чабб Жизнь""",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4001,"Общество с ограниченной ответственностью Страховая компания ""Чулпан-Жизнь""",3415,1708,1708,1,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,1707,,,,,,,,,,,,,1707,692,481,529,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,,,,,,47,,,32,12,3,1660,1660,,,,,,1660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4008,"Общество с ограниченной ответственностью ""Общество страхования жизни ""РЕСО-Гарантия""",196,126,126,4,,,,,,,,,,,,,4,2,,,1,1,,,,,,,,,,,,,122,,,,,,,,,,,,,122,,1,2,11,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,70,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4009,"Акционерное общество ""ЕРВ Туристическое Страхование""",54069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23326,2815,2814,,,,,1,20511,20511,,,30743,2670,,,,,,,,,,,,,,,,,,,,,,,,,2670,,,2670,3159,,,,,,,,,,,,,,,,,3152,,,,,3152,7,,,,,,,,7,,,24914,17697,,7217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4013,"Общество с ограниченной ответственностью Страховая компания ""МАКС страхование жизни""",7014,7014,7014,6799,1268,,61,619,588,,5158,2880,1111,1166,1,,362,21,336,5,,,11,11,,,,,,,,,,,215,,,,,,,,,,,,,215,,,148,63,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4014,"Акционерное общество ""Страховая компания ""Югория-Жизнь""",3284,1785,1475,1470,,,,,,,,,,,,,5,,1,4,,,1465,1465,,,,,,,,,,,5,,,,,,,,,,,,,5,,,3,2,,,,,,,,,,,,,,310,93,46,,44,2,,,,,,,,,47,,,46,1,,,,,,,,,,,,,,217,,,,,,,,,,,,,217,,,212,5,,,,,,,,,,,,,,,,,,,,,,,,,,,1499,1376,,,,,,1376,123,,,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4079,"Общество с ограниченной ответственностью ""СОСЬЕТЕ ЖЕНЕРАЛЬ Страхование Жизни""",64117,26396,24013,12506,,,,,,,12506,502,4083,5302,2607,12,,,,,,,,,,,,,,,,,,,11507,,,,,,,11478,,10,116,1241,10111,29,,,,29,,,,,,,,,,,,,,2383,786,786,,,740,46,,,,,,,,,,,,,,,,,,,,,,,,,,1597,,,,,,,,,,,,,1597,,,,1597,,,,,,,,,,,,,,,,,,,,,,,,,,,37721,36625,,,,,,36625,1096,,,1096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4104,"Общество с ограниченной ответственностью ""Страховая компания КАРДИФ""",79264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29990,29990,,,,,,29990,,,,,49274,14024,840,840,,,,,,,,,,,,,,,,,,,,,,,13184,,,13184,8738,,,,,,,,,,,,,,,,,8738,,,,,8738,,,,,,,,,,,,26512,,,26512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4105,"Общество с ограниченной ответственностью ""Страховая компания ""СиВ Лайф""",1124,233,182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182,,,,,,,182,1,20,159,2,,,,,,,,,,,,,,,,,,,,51,33,31,,,14,17,,,,,,,,2,,,2,,,,,,,,,,,,,,,18,,,,,,,,,,,,,18,,,2,3,13,,,,,,,,,,,,,,,,,,,,,,,,,,891,441,,,,,,441,450,,,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
