"Сведения о страховых суммах по договорам страхования, заключенным в отчетном периоде, в разрезе страховщиков, тыс руб.",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 139,Unnamed: 140,Unnamed: 141,Unnamed: 142,Unnamed: 143,Unnamed: 144,Unnamed: 145,Unnamed: 146,Unnamed: 147,Unnamed: 148,Unnamed: 149,Unnamed: 150,Unnamed: 151,Unnamed: 152,Unnamed: 153,Unnamed: 154,Unnamed: 155,Unnamed: 156,Unnamed: 157,Unnamed: 158,Unnamed: 159,Unnamed: 160,Unnamed: 161,Unnamed: 162,Unnamed: 163,Unnamed: 164,Unnamed: 165,Unnamed: 166,Unnamed: 167,Unnamed: 168,Unnamed: 169,Unnamed: 170,Unnamed: 171,Unnamed: 172,Unnamed: 173,Unnamed: 174,Unnamed: 175,Unnamed: 176,Unnamed: 177,Unnamed: 178,Unnamed: 179,Unnamed: 180,Unnamed: 181,Unnamed: 182,Unnamed: 183,Unnamed: 184,Unnamed: 185,Unnamed: 186,Unnamed: 187,Unnamed: 188,Unnamed: 189,Unnamed: 190,Unnamed: 191,Unnamed: 192,Unnamed: 193,Unnamed: 194,Unnamed: 195,Unnamed: 196,Unnamed: 197,Unnamed: 198,Unnamed: 199,Unnamed: 200,Unnamed: 201,Unnamed: 202,Unnamed: 203,Unnamed: 204,Unnamed: 205,Unnamed: 206,Unnamed: 207,Unnamed: 208,Unnamed: 209,Unnamed: 210,Unnamed: 211,Unnamed: 212,Unnamed: 213,Unnamed: 214,Unnamed: 215,Unnamed: 216,Unnamed: 217,Unnamed: 218,Unnamed: 219,Unnamed: 220,Unnamed: 221,Unnamed: 222,Unnamed: 223,Unnamed: 224,Unnamed: 225,Unnamed: 226,Unnamed: 227,Unnamed: 228,Unnamed: 229,Unnamed: 230,Unnamed: 231,Unnamed: 232,Unnamed: 233,Unnamed: 234,Unnamed: 235,Unnamed: 236,Unnamed: 237,Unnamed: 238,Unnamed: 239,Unnamed: 240,Unnamed: 241,Unnamed: 242,Unnamed: 243,Unnamed: 244,Unnamed: 245,Unnamed: 246,Unnamed: 247,Unnamed: 248,Unnamed: 249,Unnamed: 250,Unnamed: 251,Unnamed: 252,Unnamed: 253,Unnamed: 254,Unnamed: 255
2877,"Общество с ограниченной ответственностью ""Страховая компания ""Мегарусс-Д""",69189722.14867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28910357.14956,10372456.60163,34731.01,,,9584100,,753625.59163,18537900.54793,,18387500,150400.54793,40279364.99911,40249724.99911,5197561.33742,5197561.33742,,,,,,,4579463.39182,,,,,,,,,,,,29901335.52052,,,29901335.52052,571364.74935,48554.03323,1514.8,521295.91612,29640,,,,,,7840,,,,,,,,,,,21800,,,,,21800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2917,"Общество с ограниченной ответственностью ""Страховая компания НИК""",87040635.58388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,395000,395000,,,,395000,,,,,,,86645635.58388,4435037.11638,,,,,4107814.61136,,,,194269.12902,,,,,,,,,,,,,,,,132953.376,,,132953.376,81673471.57,,,,,,81640030,,,,,,,,,,,33441.57,,,,,33441.57,,,,,,,,,,,,537126.8975,,,537126.8975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2947,"Акционерное общество ""Страховая компания ""РСХБ-Страхование""",890716582.85638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75999841.4657,74503841.4657,8259853.296,,,6313661.72369,,59930326.44601,1496000,,18000,1478000,814541741.39068,751087491.28096,5178025.19752,5178025.19752,,231222.27979,,10650,,10650,611967.28879,160487503.02866,75899156.35665,18874504.16486,660663.20359,55454669.2432,909319.745,84588346.67201,5897208.37708,263869.96814,76536041.13929,1891227.1875,539347373.51991,3501900.77478,19449501.04243,516395971.7027,45220749.96629,5802951.02509,,39417798.9412,15061361.22835,232800,232800,,,,,484001.4,,484001.4,,,,,350000,308000,42000,13994559.82835,1639077.8493,,8000,,12347481.97905,,,,,,,,,,,5573761.62169,42819127.25968,149.66804,,42818977.59164,,,,,,,,,,175000,175000,,,,,,,,,,,,,,,,,,,,,,
3064,"Акционерное общество ""Боровицкое страховое общество""",40190681.00401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29533898.8075,5266595.455,2130,,,,,5264465.455,24267303.3525,1173414.0805,,23093889.272,10656782.19651,8190937.78427,4650750,4650750,,,,,,,1621613.46429,,,,,,,,,,,,1840687.63578,,3000,1837687.63578,77886.6842,,,77886.6842,2463744.41224,,,,,,,,,,,,,,4352.20612,,4352.20612,2138822.20612,,,,,2138822.20612,320570,,,,,,,,280570,40000,,2100,,,2100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3128,"Общество с ограниченной ответственностью ""Международная страховая компания ""АйАйСи""",523128912.16503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1116800,600,,,,,,600,1116200,,,1116200,522012112.16503,511944562.16503,,,,,,,,,,,,,,,,,,,,,,,,,511944562.16503,,,511944562.16503,10067550,,,,,,,,,,,,,,,,,10063550,,,,,10063550,4000,,,,,,,,,4000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3193,"Общество с ограниченной ответственностью ""СТРАХОВАЯ КОМПАНИЯ ""АРСЕНАЛЪ""",61177186.77885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2449188.35847,1854613.50847,,,,,,1854613.50847,594574.85,,,594574.85,58727998.42038,16862451.92579,4585.4,4585.4,,,,14405625.43645,,14405625.43645,9291.28903,,,,,,,,,,,,2254058.82496,,,2254058.82496,188890.97535,,,188890.97535,33693242.70134,,,,,,,31818170.35884,,31818170.35884,,,,,,,,21370.7225,,,,,21370.7225,1853701.62,,,,,,,,,1853701.62,,8172303.79325,4860334.612,,3311969.18125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3211,"Акционерное общество ""Группа страховых компаний ""Югория""",311938301364.5092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1213137074.01079,283237370.33528,84334.2744,26180800,,76480370.01589,,180491866.04499,929899703.67551,62857606.1505,128372746.22924,738669351.29577,1222072982.49844,745297686.29824,198012465.96488,198012465.96488,,,31433282.69026,1863629.81865,,1863629.81865,67262777.37067,47870.633,,,,,,47870.633,,,47870.633,,291118186.40566,9688349.4478,19199111.75623,262230725.20163,155559473.41512,30107707.93484,12044723.46095,113407042.01933,467748791.6149,431693.9831,431693.9831,,,,380738594.65515,67906928.77421,1704531.3,66202397.47421,1183426.71657,88000,,1095426.71657,254083.82528,101192.1183,152891.70698,17098283.66059,6380155.76978,,162100,,10556027.89081,135780,,,,,,,,130500,5280,4302023.40446,4724481.18084,7277.26551,,4717203.91533,,,,,,,,,,33205000,23600000,475000,2730000,6400000,309469886308,20158930000,,20158930000,,,,,4594370704,4579777664,14593040,220101187108,10817887344,12659367072,9198403984,187425528708,38273844048,26341554448,
3225,"Общество с ограниченной ответственностью ""Страховая компания ИНТЕРИ""",21762949.50323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,822000,807000,,807000,,,,,15000,,,15000,20940949.50323,13749049.50323,13719049.50323,13719049.50323,,,,,,,,,,,,,,,,,,,30000,,,30000,,,,,7191900,7191900,7191900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3229,"Акционерное общество ""Страховая бизнес группа""",76194031223.75304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53285296.2632,30024238.6482,,29108715,,459514,,456009.6482,23261057.615,,6015507.615,17245550,670321791.48983,620498077.70738,4100,4100,,894080,4136.66,3349604.6,3349604.6,,28588250.25851,,,,,,,,,,,,587479277.09175,,579353036.05674,8126241.03501,178629.09712,145848.59012,32180.507,600,49738484.57514,,,,,,8200,4811121.45,4022267.45,788854,,,,,1185900,,1185900,43558036.62514,42730628.62514,,5000,,822408,175226.5,,,140000,300,,,,,34926.5,,85229.20731,,,85229.20731,,,,,,,,,,6525000,4525000,180000,80000,1740000,75463899136,,,,,,,,,,,75463899136,2596352000,4087492608,1570306048,67209748480,,,
3230,"Акционерное общество ""Страховая компания ""СОГАЗ-Мед""",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3256,"Акционерное общество Страховая компания ""Совкомбанк Жизнь""",412849988.75400996,94172251.82326,94172251.82326,44634355.25324,,,,,,,3550685.13716,81513.75329,1255533.00817,1751370.67162,462267.70408,,370565.09454,,292469.722,78095.37254,,,40713105.02154,40713105.02154,,,,,,,,,,,49537896.57002,,,,,,,,,,,,,3757486.73672,,267.805,2819025,169344.13836,768849.79336,45780409.8333,45431990.0603,,,133292,215127.773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59573.80063,,,,,,,59573.80063,144.693,,,1441.27211,57987.83552,318618163.13012,317148613.13012,,,,297740796.31337,,19407816.81675,1469550,,600,1468950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3268,"Общество с ограниченной ответственностью Страховая компания ""Паритет-СК""",3977275.8733200002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1361602.54,104902.54,,,,,,104902.54,1256700,,,1256700,2615673.33332,391846.01698,16757,16757,,,,2960.25,,2960.25,104566.28411,,,,,,,,,,,,234224.30587,,2983.1634,231241.14247,33338.177,,,33338.177,2223827.31634,2196100,2196100,,,,429,,,,,,,,300,300,,26998.31634,298.31634,,,,26700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3300,"Акционерное общество Страховая группа ""Спасские ворота""",614713151.78592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10632888.76416,4800765.98673,,,,430552.24899,,4370213.73774,5832122.77743,743153.437,4863232.87543,225736.465,603635263.02176,307760252.52071,628432.17,628432.17,,,,1121782,1121782,,293456199.94636,,,,,,,,,,,,7006244.68459,,1910971.67303,5095273.01156,5547593.71976,9000,,5538593.71976,295864130.90105,115889.4,115889.4,,,,,294316550,294316550,,2000,,,2000,157400,400,157000,1272291.50105,103695.101,,,,1168596.40005,,,,,,,,,,,,10879.6,,,10879.6,,,,,,,,,,445000,355000,,,90000,,,,,,,,,,,,,,,,,,,
3390,"Акционерное общество ""Страховая Компания ""ПОЛИС-ГАРАНТ""",1700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1700,1700,1700,1700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3398,"Общество с ограниченной ответственностью Страховая компания ""Газпром страхование""",1832724943.417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,672556993.381,160597751.041,,,,28507516.969,,132090234.072,511959242.34,464741542.34,42784000,4433700,1160167950.036,997984129.175,513805.528,513805.528,,200490,14626668.327,,,,12562145.65,,,,,,,,,,,,827749907.837,,129100683.692,698649224.145,142331111.833,,25748.927,142305362.906,152615965.3,,,,,,12789500,,,,10000000,10000000,,,,,,129826465.3,,,,,129826465.3,,,,,,,,,,,,9567855.561,6634072.595,,2933782.966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3438,"Общество с ограниченной ответственностью ""ПРОМИНСТРАХ""",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3447,"Общество с ограниченной ответственностью ""АльфаСтрахование-Жизнь""",487653183.42342997,445689593.78343,445689593.78343,442183550.37285,19355689.58823,4525442.83103,12176282.02888,1725032.0191,572.4,928360.30922,412774603.75861,13151677.08596,162523360.13605,203866753.3944,33232813.1422,,10053257.02601,7528477.22478,283395.9608,2238883.84043,2500,,,,,,,,,,,,,,3506043.41058,,,,,,,,,,,,,3506043.41058,,581437.64986,2492254.70214,397994.15558,34356.903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41963589.64,30479463.945,,,,,,30479463.945,11484125.695,,,11484125.695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3507,"Общество с ограниченной ответственностью ""Хоум Кредит Страхование""",94694135.69002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80296743.09221,80296743.09221,,,,,,80296743.09221,,,,,14397392.59781,9972171.42581,,,,,,,,,,,,,,,,,,,,,71400.9,,,71400.9,9900770.52581,,,9900770.52581,4198230,,,,,,,,,,,,,,,,,4198230,,,,,4198230,,,,,,,,,,,,226991.172,,,226991.172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3511,"Общество с ограниченной ответственностью Страховая компания ""Согласие-Вита""",40016406.90333,20917324.15113,20917324.15113,20343972.01981,180773.816,,9411.818,152177.873,19184.125,,18614506.03654,2798368.16871,4790547.74662,6350565.98258,4675024.13863,,909243.99127,216.78,841568.836,53384.31303,14074.06224,,639448.176,632528.176,,6200,,720,,,,,,,573352.13132,,,,,,,,,,,,,210252.13132,,,201276.798,7729.9232,1245.41012,363100,18800,,321800,,22500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19099082.7522,24640.4275,,,,,,24640.4275,19074442.3247,,,19074442.3247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3528,"Общество с ограниченной ответственностью ""Страховое медицинское общество ""Спасение""",8242145.248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8242145.248,,,,,,,,8242145.248,,,8242145.248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3594,"Общество с ограниченной ответственностью ""Международная Страховая Группа""",48911249.317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7845150,3378900,,,,,,3378900,4466250,,288750,4177500,41066099.317,5864,5664,5664,,,,,,,,,,,,,,,,,,,,,,,200,,200,,41060235.317,,,,,,,,,,,,,,,,,,,,,,,41060235.317,,,,,,,,,41060235.317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3609,"Общество с ограниченной ответственностью ""ППФ Страхование жизни""",64890319.82242,38738584.40642,19039747.5,18075747.5,,,,,,,,,,,,,,,,,,,18075747.5,18075747.5,,,,,,,,,,,964000,,,,,,,,,,,,,,,,,,,964000,,,964000,,,,,,,,,19698836.90642,37662.44642,,,,,,,,,,,,,26981.24242,,,17564.2944,8756.94802,660,,,,,,,10681.204,,,,,10681.204,19661174.46,,,,,,,,,,,,,18047676.984,,,1256933.877,3237893.8894,13552849.2176,,,,,,,1613497.476,,,,,1613497.476,2546448.829,5196.8,,,,2117,3079.8,2541252.029,,,,,2541252.029,23605286.587,20947936.587,,,,,,20947936.587,2657350,,,2657350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3692,"Общество с ограниченной ответственностью Страховая компания ""Сбербанк страхование жизни""",2824074338.65327,2228913988.65327,1971396669.87884,506862119.40099,,,,,,,499025084.50685,381644613.99856,2539119.68979,113725741.08067,1043609.73783,72000,7837034.89414,,2561896.82774,4962005.3804,259204.573,53928.113,,,,,,,,,,,,,1464534550.47785,,,,,,,1443711662.60471,,17344892.25947,34157183.1892,173017791.09821,1219191796.05783,20739837.87314,,186358.0482,13236750.71033,3570852.92778,3745876.18683,83050,,,51300,7000,24750,,,,,,,257517318.77443,77552076.31441,9990626.601,,1555785.281,7533856.335,848280.43,52704.555,,,,,,,67561449.71341,,4156799.79363,31936728.48895,26134829.98773,5333091.4431,,,,,,,,,,,,,179965242.46002,,,,,,,,,,,,,179965242.46002,,82817.2742,8872656.98823,60850394.10228,110159374.09531,,,,,,,,,,,,,,,,,,,,,,,,,,595160350,49200,,,,,,49200,595111150,,,595111150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3748,"Акционерное общество ""Русский Стандарт Страхование""",154129771.9478,36543228.1816,36543228.1816,36543228.1816,882094.35947,,113687.38118,768406.97829,,,21950853.48149,21950853.48149,,,,,11688.62944,,,11688.62944,,,13460329.03106,164263.06608,1854083.41074,8933469.312,2508513.24224,,238262.68014,230610.27541,7652.40473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117586543.7662,55234130.4862,57628.06,,,,,55176502.4262,62352413.28,5771423.28,109160,56471830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3767,"Общество с ограниченной ответственностью Страховая компания ""АСКОР""",36362071.09779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1822037.49676,1822037.49676,,,,,,1822037.49676,,,,,34540033.60103,10951963.03958,2031885.68317,2031885.68317,,,6138960,,,,658511.97278,,,,,,,,,,,,1976464.192,,2000,1974464.192,146141.19163,,,146141.19163,23507108.69763,,,,,,,,,,,,,,,,,23496108.69763,,,14000,,23482108.69763,11000,,,,,,,,11000,,,80961.86382,,,80961.86382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3799,"общество с ограниченной ответственностью ""Британский Страховой Дом""",121164960.09332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4104328.08439,227155.17339,,2150,,58150,,166855.17339,3877172.911,649743.292,2675435.089,551994.53,117060632.00893,12708707.34358,150041.3671,150041.3671,,,,,,,8379469.48094,,,,,,,,,,,,3851021.25174,900,1789021.39515,2061099.85659,328175.2438,219139.32,108750.8698,285.054,98308583.22998,89000,89000,,,,,,,,,,,,300,300,,96053201.41865,95705470,,,,347731.41865,2166081.81133,,,,,,,,,2166081.81133,6043341.43537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3803,"Общество с ограниченной ответственностью ""Страховая Компания Доминанта""",14090131.54376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3540,3540,,,,3540,,,,,,,14086591.54376,12345284.62376,,,,,,,,,9725709,,,,,,,,,,,,2619575.62376,,,2619575.62376,,,,,1741306.92,,,,,,,,,,,,,,10000,,10000,1731306.92,31000,,,,1700306.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3815,"Общество с ограниченной ответственностью ""СК ""Экспресс-страхование""",3758277.28416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3758277.28416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,776777.72795,,,,,,,,,,,,,,,,,445500,445500,,,,,331277.72795,,,,,,,,,331277.72795,,2981499.55621,,,2981499.55621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
