"Сведения о количестве договоров страхования, действовавших на конец отчетного периода, в разрезе страховщиков, единиц",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 139,Unnamed: 140,Unnamed: 141,Unnamed: 142,Unnamed: 143,Unnamed: 144,Unnamed: 145,Unnamed: 146,Unnamed: 147,Unnamed: 148,Unnamed: 149,Unnamed: 150,Unnamed: 151,Unnamed: 152,Unnamed: 153,Unnamed: 154,Unnamed: 155,Unnamed: 156,Unnamed: 157,Unnamed: 158,Unnamed: 159,Unnamed: 160,Unnamed: 161,Unnamed: 162,Unnamed: 163,Unnamed: 164,Unnamed: 165,Unnamed: 166,Unnamed: 167,Unnamed: 168,Unnamed: 169,Unnamed: 170,Unnamed: 171,Unnamed: 172,Unnamed: 173,Unnamed: 174,Unnamed: 175,Unnamed: 176,Unnamed: 177,Unnamed: 178,Unnamed: 179,Unnamed: 180,Unnamed: 181,Unnamed: 182,Unnamed: 183,Unnamed: 184,Unnamed: 185,Unnamed: 186,Unnamed: 187,Unnamed: 188,Unnamed: 189,Unnamed: 190,Unnamed: 191,Unnamed: 192,Unnamed: 193,Unnamed: 194,Unnamed: 195,Unnamed: 196,Unnamed: 197,Unnamed: 198,Unnamed: 199,Unnamed: 200,Unnamed: 201,Unnamed: 202,Unnamed: 203,Unnamed: 204,Unnamed: 205,Unnamed: 206,Unnamed: 207,Unnamed: 208,Unnamed: 209,Unnamed: 210,Unnamed: 211,Unnamed: 212,Unnamed: 213,Unnamed: 214,Unnamed: 215,Unnamed: 216,Unnamed: 217,Unnamed: 218,Unnamed: 219,Unnamed: 220,Unnamed: 221,Unnamed: 222,Unnamed: 223,Unnamed: 224,Unnamed: 225,Unnamed: 226,Unnamed: 227,Unnamed: 228,Unnamed: 229,Unnamed: 230,Unnamed: 231,Unnamed: 232,Unnamed: 233,Unnamed: 234,Unnamed: 235,Unnamed: 236,Unnamed: 237,Unnamed: 238,Unnamed: 239,Unnamed: 240,Unnamed: 241,Unnamed: 242,Unnamed: 243,Unnamed: 244,Unnamed: 245,Unnamed: 246,Unnamed: 247,Unnamed: 248,Unnamed: 249,Unnamed: 250,Unnamed: 251,Unnamed: 252,Unnamed: 253,Unnamed: 254,Unnamed: 255
3511,"Общество с ограниченной ответственностью Страховая компания ""Согласие-Вита""",166953,162651,162651,156053,15830,,1391,11103,3336,,133637,9682,47106,50322,26519,8,1554,4,1392,140,12,6,5032,4757,,192,,83,,,,,,,6598,,,,,,,,,,,,,3866,,1,3474,239,152,2732,57,,1690,9,976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4302,1292,,,,,,1292,3010,,,3010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3528,"Общество с ограниченной ответственностью ""Страховое медицинское общество ""Спасение""",181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181,,,,,,,,181,,,181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3594,"Общество с ограниченной ответственностью ""Международная Страховая Группа""",68211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68183,38651,,,,,,38651,29532,,9,29523,28,2,1,1,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3609,"Общество с ограниченной ответственностью ""ППФ Страхование жизни""",249557,207581,24720,15659,,,,,,,,,,,,,,,,,,,15659,15659,,,,,,,,,,,9061,,,,,,,,,,,,,,,,,,,9061,,,9061,,,,,,,,,182861,1866,767,,,227,540,,,,,,,,844,,,239,304,301,,,,,,,255,,,,,255,180995,,,,,,,,,,,,,152826,,,4798,23784,124244,,,,,,,28169,,,,,28169,26049,404,,,,150,254,25645,,,,1897,23748,15927,12651,,,,,,12651,3276,,,3276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3692,"Общество с ограниченной ответственностью Страховая компания ""Сбербанк страхование жизни""",6357370,6325843,5781870,2849324,,,,,,,2812466,2437446,130665,233795,6488,4072,36858,,2144,21520,11479,1715,,,,,,,,,,,,,2932546,,,,,,,2852389,,97731,194806,753641,1806211,70657,,,31778,33627,5252,9500,,,8432,652,416,,,,,,,543973,415785,272441,,34093,219568,18750,30,,,,,,,143344,28,120,41578,52947,48671,,,,,,,,,,,,,128188,,,,,,,,,,,,,128188,28,732,50956,42225,34247,,,,,,,,,,,,,,,,,,,,,,,,,,31527,29842,,,,,,29842,1685,,,1685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3748,"Акционерное общество ""Русский Стандарт Страхование""",838162,328544,328544,323029,13872,,3808,10022,42,,58,58,,,,,751,,,751,,,307739,3895,68345,209175,26324,,609,366,243,,,,5515,,,,,,,,,,,,,5515,,,,5384,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,509618,382135,13,,,,,382122,127483,208,912,126363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3767,"Общество с ограниченной ответственностью Страховая компания ""АСКОР""",6526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2736,2736,,,,,,2736,,,,,3790,1407,1308,1308,,,2,,,,,,,,,,,,,,,,67,,1,66,30,,,30,2358,2,2,,,,,,,,,,,,,,,2352,,,4,,2348,4,,,,,,,,4,,,25,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3799,"общество с ограниченной ответственностью ""Британский Страховой Дом""",38551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16274,5060,,22,,23,,5015,11214,4908,205,6101,22277,934,239,239,,,,,,,60,,,,,,,,,,,,289,4,24,261,346,130,190,26,20516,155,155,,,,,,,,,,,,5,5,,20227,20024,,,,203,129,,,,,,,,,129,827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3803,"Общество с ограниченной ответственностью ""Страховая Компания Доминанта""",1669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,,,,2,,,2,,2,,1665,657,,,,,,,,,,,,,,,,,,,,,657,,1,656,,,,,1007,,,,,,,,,,,,,,9,,9,998,2,,,,996,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3815,"Общество с ограниченной ответственностью ""СК ""Экспресс-страхование""",873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,503,,,,,,,,,,,,,,,,,133,133,,,,,370,,,,,,,,,370,,370,,,370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3823,"Общество с ограниченной ответственностью ""Страховая компания ""Ингосстрах-Жизнь""",84539,37082,37081,29506,11073,,4216,6430,427,,15774,1937,1793,3768,8272,4,2659,596,247,169,1583,64,,,,,,,,,,,,,7575,,,,,,,266,1,18,111,127,9,7309,,,3409,1747,2153,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,622,15,,,4,4,7,607,,,13,47,547,46835,45006,,,,3490,,41516,1829,,58,1771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3825,"Общество с ограниченной ответственностью ""Страховая Компания СОГАЗ-ЖИЗНЬ""",528603,381725,363029,264583,234437,,62759,158301,13377,,4,,,,3,1,29940,3869,7029,13315,5289,438,202,8,1,15,30,148,,,,,,,98446,,,,,,,18,,,,2,16,96340,7,9,28051,58820,9453,2088,2,41,116,359,1570,,,,,,,18696,17803,15294,,28,6684,8582,,,,,,,,2423,,50,520,1785,68,86,4,1,14,29,38,,,,,,,893,,,,,,,,,,,,,7,,,,1,6,886,,,45,326,515,,,,,,,338,224,,,,,224,114,,,,,114,146540,146523,,,,96,,146427,17,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3826,"Общество с ограниченной ответственностью ""Вита-страхование""",8506,5201,5061,2645,,,,,,,2498,2498,,,,,144,2,57,2,5,78,3,,,,,3,,,,,,,2416,,,,,,,1,,,,1,,2415,605,1062,509,102,137,,,,,,,,,,,,,140,6,,,,,,,,,,,,,6,,,,,6,,,,,,,,,,,,,134,,,,,,,,,,,,,133,,,1,19,113,1,,,,1,,,,,,,,3,,,,,,,3,,,,,3,3302,3277,1,,,2,,3274,25,1,14,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3828,"Общество с ограниченной ответственностью Страховая компания ""Альянс Жизнь""",37193,20387,1279,409,,,,,,,8,,,3,2,3,225,,1,8,216,,176,112,40,24,,,,,,,,,870,,,,,,,,,,,,,35,,,2,28,5,835,103,29,91,95,517,,,,,,,19108,6704,5326,,,3163,2068,95,,,,,,,1378,,,96,275,1007,,,,,,,,,,,,,12404,,,,,,,,,,,,,12404,,,1281,378,10745,,,,,,,,,,,,,20,5,,,,,5,15,,,,,15,16786,12094,,,,,,12094,4692,,,4692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3834,"Общество с ограниченной ответственностью ""Страховое общество ""Помощь""",34478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22588,53,,,42,6,,5,22535,,3,22532,11890,157,6,6,,,,,,,,,,,,,,,,,,,122,,50,72,29,29,,,1488,23,23,,,,5,,,,,,,,7,,7,115,89,,,4,22,1338,,,,4,,,,159,1175,,10245,9061,,1184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3837,"Общество с ограниченной ответственностью ""Страховая компания ""Ингосстрах-М""",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3847,"Общество с ограниченной ответственностью Страховая компания ""Независимая страховая группа""",2426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1349,58,,,,54,,4,1291,1158,34,99,495,397,92,92,,,40,,,,188,,,,,,,,,,,,14,,,14,63,63,,,98,23,23,,,,38,,,,,,,,,,,37,1,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,582,504,5,5,68,,,,,,,,,,,,,,,,,,,
3866,"Общество с ограниченной ответственностью ""Страховая компания ""ВСК-Линия жизни""",88669,88193,88193,67188,53202,321,3776,49105,,,10883,2443,8116,324,,,3103,1140,305,3,116,1539,,,,,,,,,,,,,21005,,,,,,,,,,,,,20731,1,,14372,5228,1130,274,,,261,10,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,41,,,,,41,10,,,,,10,425,421,,,,,1,420,4,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3867,"Общество с ограниченной ответственностью ""АК БАРС СТРАХОВАНИЕ""",304152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139446,139104,,,,,,139104,342,342,,,164706,107234,488,,488,,15,1,,1,,4140,,,,,,4140,,,4140,,1633,,,1633,100957,69379,2198,29380,57128,3,3,,,,20,,,,,,,,21,,21,57084,,,,,57084,,,,,,,,,,,,344,4,,340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3870,"Общество с ограниченной ответственностью страховая компания ""ДЕЛО ЖИЗНИ""",21577,9955,8726,20,,,,,,,,,,,,,20,,,,7,13,,,,,,,,,,,,,8706,,,,,,,,,,,,,8706,,,414,1738,6554,,,,,,,,,,,,,1229,126,,,,,,,,,,,,,126,,,26,26,74,,,,,,,,,,,,,1103,,,,,,,,,,,,,1103,,,,227,876,,,,,,,,,,,,,,,,,,,,,,,,,,11622,11622,,,,28,,11594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3879,"Общество с ограниченной ответственностью Страховая компания ""Росгосстрах Жизнь""",313348,236688,96665,32655,,,,,,,17729,93,3906,13730,,,8277,720,5967,1405,181,4,6649,5,3,1208,4974,459,,,,,,,64010,,,,,,,,,,,,,13482,,,10334,2929,219,50528,1,5,87,134,50301,,,,,,,140023,70900,68293,265,29690,29499,8838,1,,,,,,,2582,1,,1338,371,872,25,,,2,9,14,,,,,,,69123,23028,,,23028,,,,,,,,,42674,9,501,20849,15844,5471,3421,,,88,222,3111,,,,,,,,,,,,,,,,,,,,76660,34302,,,,360,,33942,42358,,,42358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3941,"Общество с ограниченной ответственностью ""СМП-Страхование""",95834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58874,36416,,,,,,36416,22458,6775,170,15513,36960,29992,1504,1504,,19,3,5,2,3,,,,,,,,,,,,,2370,,88,2282,26091,9989,15929,173,1240,39,39,,,,1,1,1,,,,,,,,,1198,65,,,,1133,1,,,,,,,,1,,,5728,,,5728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3943,"Общество с ограниченной ответственностью ""Страховая компания ""АК БАРС-Мед""",31034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31034,,,,,,,,31034,,237,30797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3947,"Акционерное общество ""АИГ страховая компания""",840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,739,104,,,,,,,,,76,,,,,,,,,,,,28,,,28,,,,,392,13,13,,,,,,,,,,,,102,,102,277,,,,,277,,,,,,,,,,,,243,,,243,,,,,,,,,,101,101,,,,,,,,,,,,,,,,,,,,,,
3954,"Общество с ограниченной ответственностью ""РУССКОЕ СТРАХОВОЕ ОБЩЕСТВО ""ЕВРОИНС""",626891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232336,101940,55451,3073,,9284,,34132,130396,,6058,124338,194905,157616,123697,122182,1515,,,46,38,8,248,1228,453,450,,3,,775,,,775,,1949,1172,230,547,30448,1303,26605,2540,31817,769,769,,,,,289,169,120,,,,,1842,1842,,28648,85,,238,26,28299,269,,,,,,,,266,3,,5472,5202,,270,,,,,,,,,199650,,,,,,,,,,,,,,,,,,,,,,,,
3969,"Общество с ограниченной ответственностью ""Страховая Компания Чабб""",941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,402,402,42,,312,48,,,,,,,539,110,,,,,,,,,49,,,,,,,,,,,,60,,4,56,1,,,1,371,,,,,,,,,,,,,,2,2,,369,3,,,,366,,,,,,,,,,,48,10,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3972,"Общество с ограниченной ответственностью ""Страховая Компания ""Ренессанс Жизнь""",3393879,2580726,2168730,2118281,,,,,,,1992353,214112,514781,570608,692843,9,6032,1974,3820,235,3,,119896,105493,13602,795,4,2,,,,,,,50449,,,,,,,4245,2,8,68,444,3723,45884,224,36,30283,9863,5478,320,49,,1,160,110,,,,,,,411996,257855,134385,1,54272,71500,8612,,17178,794,3555,4975,7854,,3311,,,2288,287,736,102981,54604,6420,9041,32916,,,,,,,,154141,993,,914,79,,,,,,,,,149598,3703,93,93346,34857,17599,3550,3550,,,,,,,,,,,3751,2745,,,,,2745,1006,,,,,1006,809402,610971,,,,,,610971,198431,,,198431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3984,"Общество с ограниченной ответственностью ""Капитал Лайф Страхование Жизни""",1680876,826539,503092,292422,,,,,,,136122,69086,39997,21869,5159,11,136551,18,1530,1069,318,133616,189,135,34,15,3,2,19560,696,1871,,,16993,210670,,,,,,,,,,,,,19506,,49,7211,6116,6130,994,80,201,233,281,199,190170,,,,,190170,323447,65484,60765,,1152,21885,37675,53,,,,,,,4206,,,1731,1735,740,,,,,,,513,,7,,1,505,257963,17407,,,5404,11435,568,,,,,,,240517,,,106072,74492,59953,,,,,,,39,,,1,1,37,6125,229,,,,86,143,5896,,,,638,5258,848212,556143,545,,107,219,,555272,292069,8166,30,283873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3987,"Акционерное общество Страховая компания ""УРАЛСИБ Жизнь""",115218,113982,109605,109088,24844,,4322,20522,,,83970,117,12115,57636,14102,,274,,,223,42,9,,,,,,,,,,,,,517,,,,,,,,,,,,,517,,1,107,107,302,,,,,,,,,,,,,4377,2809,,,,,,,,,,,,,2809,,,2574,193,42,,,,,,,,,,,,,1568,,,,,,,,,,,,,1568,,,855,406,307,,,,,,,,,,,,,291,179,,,,,179,112,,,,,112,945,300,,,,,,300,645,,,645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3998,"Общество с ограниченной ответственностью ""Страховая Компания Чабб Жизнь""",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4001,"Общество с ограниченной ответственностью Страховая компания ""Чулпан-Жизнь""",20912,10595,10595,18,,,,,,,,,,,,,18,10,,8,,,,,,,,,,,,,,,10577,,,,,,,,,,,,,10577,6877,1563,2032,93,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,333,,,,,,,333,,,93,123,117,9984,9984,,,,,,9984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4008,"Общество с ограниченной ответственностью ""Общество страхования жизни ""РЕСО-Гарантия""",15656,8319,8001,4711,4651,,2883,1766,2,,,,,,,,60,2,,1,12,45,,,,,,,,,,,,,3290,,,,,,,,,,,,,3290,,10,9,206,3065,,,,,,,,,,,,,318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318,,,,,,,,,,,,,318,,,317,1,,,,,,,,,,,,,,,,,,,,,,,,,,,7337,7337,,,,4,,7333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4009,"Акционерное общество ""ЕРВ Туристическое Страхование""",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4013,"Общество с ограниченной ответственностью Страховая компания ""МАКС страхование жизни""",84663,84663,84663,77636,18266,,1549,10396,6321,,53834,19535,16311,17985,3,,5497,40,3668,1184,603,2,39,38,,,1,,,,,,,,7027,14,,,14,,,,,,,,,7009,,,6346,628,35,4,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
