"Сведения о страховых суммах по договорам страхования, действовавшим на конец отчетного периода, в разрезе страховщиков, тыс руб.",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 139,Unnamed: 140,Unnamed: 141,Unnamed: 142,Unnamed: 143,Unnamed: 144,Unnamed: 145,Unnamed: 146,Unnamed: 147,Unnamed: 148,Unnamed: 149,Unnamed: 150,Unnamed: 151,Unnamed: 152,Unnamed: 153,Unnamed: 154,Unnamed: 155,Unnamed: 156,Unnamed: 157,Unnamed: 158,Unnamed: 159,Unnamed: 160,Unnamed: 161,Unnamed: 162,Unnamed: 163,Unnamed: 164,Unnamed: 165,Unnamed: 166,Unnamed: 167,Unnamed: 168,Unnamed: 169,Unnamed: 170,Unnamed: 171,Unnamed: 172,Unnamed: 173,Unnamed: 174,Unnamed: 175,Unnamed: 176,Unnamed: 177,Unnamed: 178,Unnamed: 179,Unnamed: 180,Unnamed: 181,Unnamed: 182,Unnamed: 183,Unnamed: 184,Unnamed: 185,Unnamed: 186,Unnamed: 187,Unnamed: 188,Unnamed: 189,Unnamed: 190,Unnamed: 191,Unnamed: 192,Unnamed: 193,Unnamed: 194,Unnamed: 195,Unnamed: 196,Unnamed: 197,Unnamed: 198,Unnamed: 199,Unnamed: 200,Unnamed: 201,Unnamed: 202,Unnamed: 203,Unnamed: 204,Unnamed: 205,Unnamed: 206,Unnamed: 207,Unnamed: 208,Unnamed: 209,Unnamed: 210,Unnamed: 211,Unnamed: 212,Unnamed: 213,Unnamed: 214,Unnamed: 215,Unnamed: 216,Unnamed: 217,Unnamed: 218,Unnamed: 219,Unnamed: 220,Unnamed: 221,Unnamed: 222,Unnamed: 223,Unnamed: 224,Unnamed: 225,Unnamed: 226,Unnamed: 227,Unnamed: 228,Unnamed: 229,Unnamed: 230,Unnamed: 231,Unnamed: 232,Unnamed: 233,Unnamed: 234,Unnamed: 235,Unnamed: 236,Unnamed: 237,Unnamed: 238,Unnamed: 239,Unnamed: 240,Unnamed: 241,Unnamed: 242,Unnamed: 243,Unnamed: 244,Unnamed: 245,Unnamed: 246,Unnamed: 247,Unnamed: 248,Unnamed: 249,Unnamed: 250,Unnamed: 251,Unnamed: 252,Unnamed: 253,Unnamed: 254,Unnamed: 255
2619,"Акционерное общество ""Страховая компания ""Астро-Волга""",828260606.62604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,649401006.52399,468441595.60203,,,,2853672.501,,465587923.10103,180959410.92196,,27252183.43896,153707227.483,178859600.10205,176460117.31599,133864758.452,133864758.452,,,,455450,,455450,4158959.22352,315,,,,,,315,,,315,,20285410.90119,,6260.45,20279150.45119,17695223.73928,5408448.04613,1831136.19365,10455639.4995,2399482.78606,88160,88160,,,,,2670,,2670,,,,,27500,2000,25500,2226088.98606,1365500,,,,860588.98606,55063.8,,,,55000,,,,,63.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2682,"Общество с ограниченной ответственностью ""Страховая компания ""ИНСАЙТ""",63217942.77023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7114488.76105,7053488.76105,,,,,,7053488.76105,61000,,29000,32000,56103454.00918,11943534.1502,11943534.1502,11943534.1502,,,,,,,,,,,,,,,,,,,,,,,,,,,1294600,1294600,1294600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42865319.85898,,,42865319.85898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708,"Акционерное общество ""Чрезвычайная страховая компания""",367150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70000,70000,,,,70000,,,,,,,297150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297150,,,,,,,,,,248000,,,248000,,,,49150,2950,,,,46200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733,"Акционерное общество ""Страховая компания ""Резерв""",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2877,"Общество с ограниченной ответственностью ""Страховая компания ""Мегарусс-Д""",109533463.51067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95017029.62518,23173995.31099,537789.96,,,19728000,,2908205.35099,71843034.31419,,71488072.67036,354961.64383,14516433.88549,14435548.90049,11228120.18031,11228120.18031,,,,,,,4469.49053,,,,,,,,,,,,1635519.432,,,1635519.432,1567439.79765,102633.12703,3766.4,1461040.27062,80884.985,,,,,,3920,,,,,,,,1400,1400,,75564.985,,,,,75564.985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2917,"Общество с ограниченной ответственностью ""Страховая компания НИК""",711049572.03755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2349060,2341060,,,,2341060,,,8000,,8000,,708700512.03755,245618815.96355,,,,,245442590.08055,,,,,,,,,,,,,,,,,,,,176225.883,,,176225.883,458162412.804,,,,,,305441480,,,,,,,,43634040,,43634040,109086892.804,,,,,109086892.804,,,,,,,,,,,,4919283.27,,,4919283.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2947,"Акционерное общество ""Страховая компания ""РСХБ-Страхование""",2604916557.37114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,651199378.14761,576682500.44761,27223880.255,,,3201176.39345,,546257443.79916,74516877.7,,,74516877.7,1952817179.22353,1849488426.24321,8819925.36579,8819925.36579,,4843809.49011,,672745.622,652117.4,20628.222,1317375.76764,266377698.46849,112345357.48408,22101285.51408,223220.737,85752635.251,4268215.982,154032340.98441,4617533.15914,3169462.63803,132983279.30198,13262065.88526,1447318507.71279,11028068.18939,122982861.62749,1313307577.89591,120138363.81639,36391610.32998,,83746753.48641,42054370.93223,519100,519100,,,,,32060,,32060,,,,,489100,489100,,41014110.93223,768961.4886,,13000,,40232149.44363,,,,,,,,,,,19638812.33635,41635569.71174,,,41635569.71174,,,,,,,,,,900000,900000,,,,,,,,,,,,,,,,,,,,,,
3064,"Акционерное общество ""Боровицкое страховое общество""",19177557.12307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11120594.89039,456647.80739,3690,,,,,452957.80739,10663947.083,284720.2,,10379226.883,8056962.23268,7353448.76543,4874093.767,4874093.767,,,,,,,,,,,,,,,,,,,2233189.91819,,,2233189.91819,246165.08024,,,246165.08024,703513.46725,,,,,,,,,,,,,,25551.8338,,25551.8338,171941.63345,,,,,171941.63345,506020,,,,,,,,497020,9000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3128,"Общество с ограниченной ответственностью ""Международная страховая компания ""АйАйСи""",2466880.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2455700,1000,,,,,,1000,2454700,,,2454700,11180.4,1180.4,,,,,,,,,,,,,,,,,,,,,,,,,1180.4,,,1180.4,10000,,,,,,,,,,,,,,,,,,,,,,,10000,,,,,,,,,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3193,"Общество с ограниченной ответственностью ""СТРАХОВАЯ КОМПАНИЯ ""АРСЕНАЛЪ""",182681835.94961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24934999.08043,13660565.72943,,,,,,13660565.72943,11274433.351,,,11274433.351,157746836.86918,49227046.79704,2609178.6487,2609178.6487,,,4192.26806,4791380.615,,4791380.615,787.2352,,,,,,,,,,,,31631225.99131,,,31631225.99131,10190282.03877,,,10190282.03877,82566890.89068,,,,,,2910,63704510.88,,63704510.88,94000,,,94000,,,,3700402.07068,,,,,3700402.07068,15065067.94,,,,,,,,,15065067.94,,25952899.18146,17312459.224,,8640439.95746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3211,"Акционерное общество ""Группа страховых компаний ""Югория""",420256072414.38574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,734737618.10785,317625771.3475,525131.0009,2924150,16796000,67737360.543,,229643129.8036,417111846.76035,27587640.23572,239303893.27245,150220313.25218,7123337469.67791,4513036630.96292,249936804.30719,249936804.30719,,,35657001.59867,5414506.2372,,5414506.2372,12578646.18278,268009.4,,,,,,268009.4,,,268009.4,,3972797385.76534,3075899091.40616,118799780.47351,778098513.88567,236384277.47174,55245776.25975,23452989.36778,157685511.84421,2593830192.25605,1047120,1047120,,,,2555789788.23409,290747.24989,100473.861,190273.38889,1172143.2858,110000,,1062143.2858,342917.8731,172542.9115,170374.9616,34822280.00517,6804921.96516,,873310,,27144048.04001,365195.608,,,20000,,,51003.263,,78000,216192.345,3258000.25788,13212646.20106,55947.80843,,13156698.39263,,,,,,,,,,60890000,45550000,550000,3760000,11030000,412337107326.6,4048,,4048,,,,,4483912928,4483912928,,387491368150.6,23131817512,44610389938.6,18945606745,300803553955,,20361822200,
3225,"Общество с ограниченной ответственностью ""Страховая компания ИНТЕРИ""",46155792.40378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1504000,1504000,,1504000,,,,,,,,,44651792.40378,28241492.40378,28241492.40378,28241492.40378,,,,,,,,,,,,,,,,,,,,,,,,,,,16410300,16410300,16410300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3229,"Акционерное общество ""Страховая бизнес группа""",241018425249.4373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98139196.96306,24108776.31733,,3972115,,19495806.339,,640854.97833,74030420.64573,,55690284.64573,18340136,878256412.47423,815409437.32307,22226.003,22226.003,,17100,4836.66,1026641,1026641,,1462995.64242,,,,,,,,,,,,812485887.22799,,802360904.48823,10124982.73976,389750.78966,334553.34566,55197.444,,62633394.50651,,,,,,11100,,,,,,,,2707225.41994,,2707225.41994,58957809.43657,56757096.02777,,25000,,2175713.4088,957259.65,,,160000,1300,,,,,795959.65,,213580.64465,,,213580.64465,,,,,,,,,,11965000,8010000,195000,90000,3670000,240030064640,,,,,,,1507328,35418112,35418112,,223510425600,7173734400,9769631744,9661122560,196905936896,7354163200,9128550400,
3230,"Акционерное общество ""Страховая компания ""СОГАЗ-Мед""",94590400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94590400,,,,,,,,94590400,,94590400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3256,"Акционерное общество Страховая компания ""Совкомбанк Жизнь""",1758551219.3921099,425020573.72304,425020573.72304,208117795.71787,,,,,,,118648925.13052,462924.94874,20051602.46425,24681758.19043,73452639.5271,,1482297.02135,,,1210006.75075,182900.63101,89389.63959,87986573.566,87981387.097,,,,5186.469,,,,,,,216902778.00517,,,,,,,,,,,,,26962787.74576,,,997888.4,2027653.6724,23937245.67336,189939990.25941,187384250.57441,,3000,706417.397,1846322.288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3563509.65353,27757.76074,668.33819,,12566.7903,4361.58199,10161.05026,3535751.89279,781.35428,,1274.80632,29393.14641,3504302.58578,1329967136.01554,1265009499.94354,,,,1065368177.44235,,199641322.50119,64957636.072,,25040724.492,39916911.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3268,"Общество с ограниченной ответственностью Страховая компания ""Паритет-СК""",15619304.339729998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3487423.90118,875134.67187,,,,,,875134.67187,2612289.22931,,,2612289.22931,12131880.43855,4220839.49505,533396.319,533396.319,,,,14160.25,11200,2960.25,253251.54198,,,,,,,,,,,,3297504.94225,,,3297504.94225,122526.44182,40970,,81556.44182,7903240,135600,135600,,,,24136,,,,100,100,,,185700,,185700,7555704,,,,,7555704,2000,,,,,,,,2000,,,7800.9435,7800.9435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3300,"Акционерное общество Страховая группа ""Спасские ворота""",1518761938.39525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,409735074.73264,9392846.90381,,,,593970,,8798876.90381,400342227.82883,389558811.39816,10004647.69868,778768.73199,361465863.66261,68316572.23258,876970.59867,876970.59867,,,3101884.17415,,,,42949329.08994,,,,,,,,,,,,10817693.2285,,2861072.6152,7956620.6133,10570695.14132,,,10570695.14132,293139208.43003,190562.1,190562.1,,,,29717040,260028500,260028500,,6000,,,6000,404204.7,83334.7,320870,2792901.63003,,,,,2792901.63003,,,,,,,,,,,,10083,,,10083,,,,,,,,,,705000,505000,,,200000,746856000,,,,,,,,,,,746856000,,,746856000,,,,
3390,"Акционерное общество ""Страховая Компания ""ПОЛИС-ГАРАНТ""",2972044.47687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73925,70425,,,,,,70425,3500,,,3500,2898119.47687,1423030.68475,434769.353,434769.353,,,,,,,,,,,,,,,,,,,727268.06975,,,727268.06975,260993.262,110793.665,150199.597,,1240279.1253,196500,196500,,,,,,,,,,,,783000,,783000,239308.70675,,,,,239308.70675,21470.41855,,,,,,,,,21470.41855,,234809.66682,16500,,218309.66682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3398,"Общество с ограниченной ответственностью Страховая компания ""ВТБ Страхование""",6735259198.517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4967953907.187,1874194944.982,,,,1945616.064,,1872249328.918,3093758962.205,1622705662.408,52731429.797,1418321870,1767295291.33,1166222486.279,5831837.739,5831837.739,,1165008.186,13831263.158,,,,1092570.556,,,,,,,,,,,,699606584.486,,583846867.398,115759717.088,444695222.154,4531.1,2533095.655,442157595.399,362055070.886,,,,,,57673,,,,29066140.304,29066140.304,,,198139,,198139,329566105.102,21167454.027,,,,308398651.075,3167013.48,,,,,,362932.588,2526040.892,,278040,500,239017234.165,22968277.736,,216048956.429,,,,,,,,,,10000,10000,,,,,,,,,,,,,,,,,,,,,,
3438,"Общество с ограниченной ответственностью ""ПРОМИНСТРАХ""",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3447,"Общество с ограниченной ответственностью ""АльфаСтрахование-Жизнь""",2468512278.07474,2279644354.31901,2279510299.27688,2252217891.60397,165673532.30003,54458.603,97132879.99511,38706746.02922,1191754.79358,28587692.87912,2072434598.54957,31070412.10188,638811906.90091,1276729730.75147,115152084.45974,10670464.33557,14109760.75437,2554.66908,1945061.3268,11206953.92088,727870.6524,227320.18521,,,,,,,,,,,,,27292407.67291,,,,,,,,,,,,,27292407.67291,1004.69428,8200.02458,14577793.41532,9108570.40396,3596839.13477,,,,,,,,,,,,,134055.04213,9895.35818,,,,,,,,,,,,,9895.35818,884.86723,1434.51559,239.17484,,7336.80052,,,,,,,,,,,,,124159.68395,,,,,,,,,,,,,124159.68395,5.59669,79.28578,15266.71879,,108808.08269,,,,,,,,,,,,,1290.79609,708.50988,,,,,708.50988,582.28621,,,,,582.28621,188866632.95964,58061394.08289,,,,,,58061394.08289,130805238.87675,,,130805238.87675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3507,"Общество с ограниченной ответственностью ""Хоум Кредит Страхование""",307639365.17295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,286687180.46678,286687180.46678,,,,,,286687180.46678,,,,,20952184.70617,15372044.11417,,,,,,,,,,,,,,,,,,,,,527609.588,,,527609.588,14844434.52617,,,14844434.52617,5298805,,,,,,,,,,,,,,,,,5298805,,,,,5298805,,,,,,,,,,,,281335.592,,,281335.592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3511,"Общество с ограниченной ответственностью Страховая компания ""Согласие-Вита""",190679221.45153,149052134.8935,149052134.8935,146269660.14093,7164516.6838,,619157.485,4739819.31843,1805539.88037,,136287070.81124,8078687.45811,57286306.0495,49322573.46751,21596895.35612,2608.48,115940.64589,246.13,,37841.06074,27859.74428,49993.71087,2702132,2537132,,159000,,6000,,,,,,,2782474.75257,,,,,,,1000,1000,,,,,1314695.75257,1191.895,1300,1064676.36444,109087.31607,138440.17706,1466779,17800,,1207600,15629,225750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41627086.55803,975701.98513,,,,,,975701.98513,40651384.5729,,,40651384.5729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3528,"Общество с ограниченной ответственностью ""Страховое медицинское общество ""Спасение""",9021694.055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9021694.055,,,,,,,,9021694.055,,,9021694.055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3594,"Общество с ограниченной ответственностью ""Международная Страховая Группа""",60368882.95854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15945653.67002,9303403.67002,,,,,,9303403.67002,6642250,,37850,6604400,44423229.28852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44423229.28852,,,,,,,,,,,,,,,,,,,,,,,44423229.28852,,,,,,,,,44423229.28852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3609,"Общество с ограниченной ответственностью ""ППФ Страхование жизни""",420269405.59488,344390369.87188,104405195,95417145,,,,,,,,,,,,,,,,,,,95417145,95417145,,,,,,,,,,,8988050,,,,,,,,,,,,,,,,,,,8988050,17750,,8970300,,,,,,,,,239985174.87188,1099323.65027,217495.074,,,75627.573,141867.501,,,,,,,,770839.57627,,,124247.66724,258825.02931,387766.87972,,,,,,,110989,,,,,110989,238885851.22161,,,,,,,,,,,,,223287877.61761,,,5160539.6712,25191613.62877,192935724.31764,,,,,,,15597973.604,,,,,15597973.604,24038012.848,110653.773,,,193.265,9880.225,100580.283,23927359.075,,,,140409.244,23786949.831,51841022.875,48244522.875,,,,,,48244522.875,3596500,,,3596500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3692,"Общество с ограниченной ответственностью Страховая компания ""Сбербанк страхование жизни""",25290561951.2414,14299257890.3634,13388939593.4678,6687040006.39225,,,,,,,6538750706.43938,5718465156.5454,172441390.05869,592974649.38975,54869510.44554,,143635219.77881,,25470160.48955,89732704.78978,28432354.49948,,4654080.17406,4320625.96873,333454.20533,,,,,,,,,,6701899587.07557,,,,,,,5641671044.36833,,68696895.4414,171525335.95845,953720591.55652,4447728221.41196,1059386202.63749,,482008.1958,345800897.65694,327155170.93775,385948125.847,842340.06975,1000,,560397.1988,21835.63715,259107.2338,,,,,,,910318296.89562,380723874.10424,285678267.22286,,32755007.63548,211032889.08911,41890370.49827,,,,,,,,95045606.88138,,10529752.13357,66547328.31463,14623605.68055,3344920.75263,,,,,,,,,,,,,529594422.79138,,,,,,,,,,,,,529594422.79138,,105521.399,172927783.912,163587054.55638,192974062.924,,,,,,,,,,,,,,,,,,,,,,,,,,10991304060.878,73284888.81009,,,,,,73284888.81009,10918019172.0679,,,10918019172.0679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
