"Сведения о количестве заявленных страховых случаев в разрезе страховщиков, единиц",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 139,Unnamed: 140,Unnamed: 141,Unnamed: 142,Unnamed: 143,Unnamed: 144,Unnamed: 145,Unnamed: 146,Unnamed: 147,Unnamed: 148,Unnamed: 149,Unnamed: 150,Unnamed: 151,Unnamed: 152,Unnamed: 153,Unnamed: 154,Unnamed: 155,Unnamed: 156,Unnamed: 157,Unnamed: 158,Unnamed: 159,Unnamed: 160,Unnamed: 161,Unnamed: 162,Unnamed: 163,Unnamed: 164,Unnamed: 165,Unnamed: 166,Unnamed: 167,Unnamed: 168,Unnamed: 169,Unnamed: 170,Unnamed: 171,Unnamed: 172,Unnamed: 173,Unnamed: 174,Unnamed: 175,Unnamed: 176,Unnamed: 177,Unnamed: 178,Unnamed: 179,Unnamed: 180,Unnamed: 181,Unnamed: 182,Unnamed: 183,Unnamed: 184,Unnamed: 185,Unnamed: 186,Unnamed: 187,Unnamed: 188,Unnamed: 189,Unnamed: 190,Unnamed: 191,Unnamed: 192,Unnamed: 193,Unnamed: 194,Unnamed: 195,Unnamed: 196,Unnamed: 197,Unnamed: 198,Unnamed: 199,Unnamed: 200,Unnamed: 201,Unnamed: 202,Unnamed: 203,Unnamed: 204,Unnamed: 205,Unnamed: 206,Unnamed: 207,Unnamed: 208,Unnamed: 209,Unnamed: 210,Unnamed: 211,Unnamed: 212,Unnamed: 213,Unnamed: 214,Unnamed: 215,Unnamed: 216,Unnamed: 217,Unnamed: 218,Unnamed: 219,Unnamed: 220,Unnamed: 221,Unnamed: 222,Unnamed: 223,Unnamed: 224,Unnamed: 225,Unnamed: 226,Unnamed: 227,Unnamed: 228,Unnamed: 229,Unnamed: 230,Unnamed: 231,Unnamed: 232,Unnamed: 233,Unnamed: 234,Unnamed: 235,Unnamed: 236,Unnamed: 237,Unnamed: 238,Unnamed: 239,Unnamed: 240,Unnamed: 241,Unnamed: 242,Unnamed: 243,Unnamed: 244,Unnamed: 245,Unnamed: 246,Unnamed: 247,Unnamed: 248,Unnamed: 249,Unnamed: 250,Unnamed: 251,Unnamed: 252,Unnamed: 253,Unnamed: 254,Unnamed: 255
3748,"Акционерное общество ""Русский Стандарт Страхование""",7753,5893,5893,5893,5168,,2559,2609,,,129,129,,,,,4,,,4,,,591,7,173,366,45,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1860,1446,,,,,,1446,414,113,42,259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3767,"Общество с ограниченной ответственностью Страховая компания ""АСКОР""",43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,,,,,,4,,,,,39,39,39,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3799,"общество с ограниченной ответственностью ""Британский Страховой Дом""",7331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7273,1,,,,1,,,7272,,3936,3336,58,53,42,42,,,,,,,3,,,,,,,,,,,,5,,,5,3,3,,,5,,,,,,,,,,,,,,,,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3803,"Общество с ограниченной ответственностью ""Страховая Компания Доминанта""",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,1,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3815,"Общество с ограниченной ответственностью ""СК ""Экспресс-страхование""",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3823,"Общество с ограниченной ответственностью ""Страховая компания ""Ингосстрах-Жизнь""",8774,4774,4768,4456,3894,,506,3387,1,,347,,2,,234,111,215,153,19,30,6,7,,,,,,,,,,,,,312,,,,,,,13,3,,5,5,,299,,,235,23,41,,,,,,,,,,,,,6,6,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,574,84,,,18,48,18,490,,,53,129,308,3426,3402,,,,3002,,400,24,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3825,"Общество с ограниченной ответственностью ""Страховая Компания СОГАЗ-ЖИЗНЬ""",21470,20855,19299,18695,18157,,13509,4610,38,,,,,,,,528,1,123,343,58,3,10,8,,,,2,,,,,,,604,,,,,,,,,,,,,581,4,34,306,201,36,23,,,,,23,,,,,,,1556,1549,634,,2,168,464,,,,,,,,863,,13,168,654,28,52,38,,1,2,11,,,,,,,7,,,,,,,,,,,,,6,,,,,6,1,,,,,1,,,,,,,561,351,,,,,351,210,,,,,210,54,54,,,,14,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3826,"Общество с ограниченной ответственностью ""Вита-страхование""",79185,733,707,124,,,,,,,2,2,,,,,122,113,9,,,,,,,,,,,,,,,,583,,,,,,,,,,,,,583,287,229,54,9,4,,,,,,,,,,,,,26,6,,,,,,,,,,,,,6,,,,,6,,,,,,,,,,,,,20,,,,,,,,,,,,,20,,,,2,18,,,,,,,,,,,,,20,2,,,,,2,18,,,,,18,78432,61,,,,5,,56,78371,,5804,72567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3828,"Общество с ограниченной ответственностью Страховая компания ""Альянс Жизнь""",236728,3671,111,58,,,,,,,43,,2,18,11,12,3,,,,3,,12,2,7,3,,,,,,,,,53,,,,,,,,,,,,,,,,,,,53,8,35,6,,4,,,,,,,3560,2885,2553,,,1598,819,136,,,,,,,332,,,8,51,273,,,,,,,,,,,,,675,1,,,,,1,,,,,,,674,,,46,65,563,,,,,,,,,,,,,3,1,,,,,1,2,,,,,2,233054,656,,,,,,656,232398,,,232398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3834,"Общество с ограниченной ответственностью ""Страховое общество ""Помощь""",1439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1374,,,,,,,,1374,,584,790,65,13,3,3,,,,7,4,3,2,,,,,,,,,,,,1,,,1,,,,,26,2,2,,,,,,,,,,,,,,,18,17,,,,1,6,,,,,,,,6,,,26,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3837,"Общество с ограниченной ответственностью ""Страховая компания ""Ингосстрах-М""",14858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14858,,,,,,,,14858,,14858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3847,"Общество с ограниченной ответственностью Страховая компания ""Независимая страховая группа""",17978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17947,1,,,,1,,,17946,3,17502,441,29,26,18,18,,,2,,,,3,,,,,,,,,,,,1,,,1,2,2,,,3,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,
3866,"Общество с ограниченной ответственностью ""Страховая компания ""ВСК-Линия жизни""",11214,11003,11003,10923,10880,418,3559,6902,1,,12,1,11,,,,31,,,,1,30,,,,,,,,,,,,,80,,,,,,,,,,,,,79,4,,21,17,37,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164,92,,,,,92,72,,,,,72,47,45,,,,,43,2,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3867,"Общество с ограниченной ответственностью ""АК БАРС СТРАХОВАНИЕ""",3667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2736,2661,,,,,,2661,75,75,,,931,893,55,,55,,,,,,,69,,,,,,69,,,69,,66,,,66,703,510,75,118,26,,,,,,,,,,,,,,,,,26,,,,,26,,,,,,,,,,,,12,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3870,"Общество с ограниченной ответственностью страховая компания ""ДЕЛО ЖИЗНИ""",603,514,394,2,,,,,,,,,,,,,2,,,,1,1,,,,,,,,,,,,,392,,,,,,,,,,,,,392,,,59,170,163,,,,,,,,,,,,,120,15,,,,,,,,,,,,,15,,,7,5,3,,,,,,,,,,,,,105,,,,,,,,,,,,,105,,,,36,69,,,,,,,,,,,,,,,,,,,,,,,,,,89,89,,,,,,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3879,"Общество с ограниченной ответственностью Страховая компания ""Росгосстрах Жизнь""",5119,2929,1605,31,,,,,,,,,,,,,5,,,5,,,26,,,,,26,,,,,,,1574,,,,,,,,,,,,,37,,,37,,,1537,,,6,,1531,,,,,,,1324,761,658,,344,252,62,,,,,,,,103,,,12,10,81,,,,,,,,,,,,,563,113,,,113,,,,,,,,,343,2,3,174,122,42,107,,,1,18,88,,,,,,,,,,,,,,,,,,,,2190,1485,,,,1172,,313,705,,,705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3941,"Общество с ограниченной ответственностью ""СМП-Страхование""",13769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13393,259,,,,,,259,13134,11,8795,4328,376,371,292,292,,,,,,,1,,,,,,,,,,,,34,,1,33,44,35,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3943,"Общество с ограниченной ответственностью ""Страховая компания ""АК БАРС-Мед""",26602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26602,,,,,,,,26602,,24626,1976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3947,"Акционерное общество ""АИГ страховая компания""",135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135,54,,,,,,,,,47,,,,,,,,,,,,7,,,7,,,,,73,,,,,,,,,,,,,,21,,21,52,,,,,52,,,,,,,,,,,,8,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3954,"Общество с ограниченной ответственностью ""РУССКОЕ СТРАХОВОЕ ОБЩЕСТВО ""ЕВРОИНС""",23287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18180,6423,6189,,,16,,218,11757,,6361,5396,647,523,360,359,1,,,1,1,,51,12,7,7,,,,5,,,5,,10,5,,5,89,55,3,31,103,3,3,,,,,1,1,,,,,,64,64,,32,3,,,,29,3,,,,,,,,3,,,21,7,,14,,,,,,,,,4460,,,,,,,,,,,,,,,,,,,,,,,,
3969,"Общество с ограниченной ответственностью ""Страховая Компания Чабб""",134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,25,16,,9,,,,,,,,109,69,,,,,,,,,66,,,,,,,,,,,,3,,,3,,,,,40,,,,,,,,,,,,,,,,,40,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3972,"Общество с ограниченной ответственностью ""Страховая Компания ""Ренессанс Жизнь""",41340,40204,7903,7178,,,,,,,1983,501,557,575,350,,3785,3784,1,,,,1410,1409,1,,,,,,,,,,725,,,,,,,1,,,,,1,721,,1,626,65,29,3,3,,,,,,,,,,,32301,26327,26114,111,13514,12464,25,,2,2,,,,,99,,,66,20,13,112,12,77,4,19,,,,,,,,5974,1966,,1961,5,,,,,,,,,4007,12,1,3479,308,207,1,1,,,,,,,,,,,,,,,,,,,,,,,,1136,1093,,,,,,1093,43,,,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3984,"Общество с ограниченной ответственностью ""Капитал Лайф Страхование Жизни""",329077,34239,4947,531,,,,,,,224,80,60,47,27,10,103,10,1,,,92,,,,,,,204,2,1,,,201,4416,,,,,,,,,,,,,757,,9,14,510,224,1,,,1,,,3658,,,,,3658,29292,13477,13084,,314,10992,1777,1,,,,,,,370,,,341,22,7,,,,,,,23,,3,,,20,15815,292,,,245,46,1,,,,,,,15523,,,12086,2899,538,,,,,,,,,,,,,11,,,,,,,11,,,,1,10,294827,7715,,,12,,,7703,287112,76,,287036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3987,"Акционерное общество Страховая компания ""УРАЛСИБ Жизнь""",8994,8187,8116,8086,7857,,704,7153,,,228,1,35,155,37,,1,,,,,1,,,,,,,,,,,,,30,,,,,,,,,,,,,30,,1,4,12,13,,,,,,,,,,,,,71,40,,,,,,,,,,,,,40,,,38,2,,,,,,,,,,,,,,31,,,,,,,,,,,,,31,,,17,10,4,,,,,,,,,,,,,801,402,,,,,402,399,,,,,399,6,3,,,,,,3,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3998,"Общество с ограниченной ответственностью ""Страховая Компания Чабб Жизнь""",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4001,"Общество с ограниченной ответственностью Страховая компания ""Чулпан-Жизнь""",5848,5606,5606,9,,,,,,,,,,,,,9,3,,6,,,,,,,,,,,,,,,5597,,,,,,,,,,,,,5597,5249,12,335,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,,,,,,,95,2,17,62,14,,147,147,,,,,,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4008,"Общество с ограниченной ответственностью ""Общество страхования жизни ""РЕСО-Гарантия""",1235,1198,1197,1149,1146,,1141,5,,,,,,,,,3,,,,2,1,,,,,,,,,,,,,48,,,,,,,,,,,,,48,,1,1,18,28,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,37,,,,29,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4009,"Акционерное общество ""ЕРВ Туристическое Страхование""",12549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8698,1,1,,,,,,8697,8697,,,3851,6,,,,,,,,,,,,,,,,,,,,,,,,,6,,,6,26,,,,,,,,,,,,,,,,,,,,,,,26,,,,,,,,26,,,3819,3810,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4013,"Общество с ограниченной ответственностью Страховая компания ""МАКС страхование жизни""",8569,8569,8569,8508,8264,,7748,345,171,,165,35,91,38,1,,73,35,,22,16,,6,6,,,,,,,,,,,61,,,,,,,,,,,,,61,,,58,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4014,"Акционерное общество ""Страховая компания ""Югория-Жизнь""",18271,1769,17,14,,,,,,,,,,,,,4,,,4,,,10,10,,,,,,,,,,,3,,,,,,,,,,,,,3,,,2,,1,,,,,,,,,,,,,1752,1605,1522,,1496,26,,,,,,,,,83,3,,2,,78,,,,,,,,,,,,,147,,,,,,,,,,,,,147,,,45,15,87,,,,,,,,,,,,,,,,,,,,,,,,,,16502,22,,,,,,22,16480,,,16480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4079,"Общество с ограниченной ответственностью ""СОСЬЕТЕ ЖЕНЕРАЛЬ Страхование Жизни""",2467,2151,549,522,,,,,,,522,,80,227,40,175,,,,,,,,,,,,,,,,,,,27,,,,,,,27,,,,2,25,,,,,,,,,,,,,,,,,,,1602,1597,1597,,,1590,7,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,5,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,316,296,,,,,,296,20,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4104,"Общество с ограниченной ответственностью ""Страховая компания КАРДИФ""",1968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1574,1574,,,,,,1574,,,,,394,171,115,115,,,,,,,,,,,,,,,,,,,,,,,56,,,56,3,,,,,,,,,,,,,,,,,3,,,,,3,,,,,,,,,,,,220,,,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4105,Общество с ограниченной ответственностью «Совкомбанк страхование жизни»,2376,1089,309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309,,,,,,,309,241,7,57,4,,,,,,,,,,,,,,,,,,,,780,600,476,,160,58,258,,,,,,,,124,,,111,9,4,,,,,,,,,,,,,180,,,,,,,,,,,,,180,,,8,128,44,,,,,,,,,,,,,,,,,,,,,,,,,,1287,114,,,,,,114,1173,,,1173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4117,"Общество с ограниченной ответственностью ""Страховая компания ""Кредит Европа Лайф""",2233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2233,179,,,,,,179,2054,3,,2051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4133,Общество с ограниченной ответственностью Страховая компания ЭчДиАй Глобал,3686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3686,3665,,,,,,,,,3361,,,,,,,,,,,,304,,,304,,,,,20,,,,,,,,,,,,,,13,13,,7,,,,,7,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4169,"Некоммерческая корпоративная организация - Потребительское общество взаимного страхования ""Смарт Страхование""",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
