"Сведения о количестве заключенных договоров страхования в разрезе страховщиков, единиц",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 139,Unnamed: 140,Unnamed: 141,Unnamed: 142,Unnamed: 143,Unnamed: 144,Unnamed: 145,Unnamed: 146,Unnamed: 147,Unnamed: 148,Unnamed: 149,Unnamed: 150,Unnamed: 151,Unnamed: 152,Unnamed: 153,Unnamed: 154,Unnamed: 155,Unnamed: 156,Unnamed: 157,Unnamed: 158,Unnamed: 159,Unnamed: 160,Unnamed: 161,Unnamed: 162,Unnamed: 163,Unnamed: 164,Unnamed: 165,Unnamed: 166,Unnamed: 167,Unnamed: 168,Unnamed: 169,Unnamed: 170,Unnamed: 171,Unnamed: 172,Unnamed: 173,Unnamed: 174,Unnamed: 175,Unnamed: 176,Unnamed: 177,Unnamed: 178,Unnamed: 179,Unnamed: 180,Unnamed: 181,Unnamed: 182,Unnamed: 183,Unnamed: 184,Unnamed: 185,Unnamed: 186,Unnamed: 187,Unnamed: 188,Unnamed: 189,Unnamed: 190,Unnamed: 191,Unnamed: 192,Unnamed: 193,Unnamed: 194,Unnamed: 195,Unnamed: 196,Unnamed: 197,Unnamed: 198,Unnamed: 199,Unnamed: 200,Unnamed: 201,Unnamed: 202,Unnamed: 203,Unnamed: 204,Unnamed: 205,Unnamed: 206,Unnamed: 207,Unnamed: 208,Unnamed: 209,Unnamed: 210,Unnamed: 211,Unnamed: 212,Unnamed: 213,Unnamed: 214,Unnamed: 215,Unnamed: 216,Unnamed: 217,Unnamed: 218,Unnamed: 219,Unnamed: 220,Unnamed: 221,Unnamed: 222,Unnamed: 223,Unnamed: 224,Unnamed: 225,Unnamed: 226,Unnamed: 227,Unnamed: 228,Unnamed: 229,Unnamed: 230,Unnamed: 231,Unnamed: 232,Unnamed: 233,Unnamed: 234,Unnamed: 235,Unnamed: 236,Unnamed: 237,Unnamed: 238,Unnamed: 239,Unnamed: 240,Unnamed: 241,Unnamed: 242,Unnamed: 243,Unnamed: 244,Unnamed: 245,Unnamed: 246,Unnamed: 247,Unnamed: 248,Unnamed: 249,Unnamed: 250,Unnamed: 251,Unnamed: 252,Unnamed: 253,Unnamed: 254,Unnamed: 255
3594,"Общество с ограниченной ответственностью ""Международная Страховая Группа""",39481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35764,21831,,,,,,21831,13933,,8,13925,3717,2,1,1,,,,,,,,,,,,,,,,,,,,,,,1,,1,,3715,,,,,,,,,,,,,,,,,,,,,,,3715,,,,,,,,,3715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3609,"Общество с ограниченной ответственностью ""ППФ Страхование жизни""",31403,19802,4927,4063,,,,,,,,,,,,,,,,,,,4063,4063,,,,,,,,,,,864,,,,,,,,,,,,,,,,,,,864,,,864,,,,,,,,,14875,68,,,,,,,,,,,,,47,,,30,12,5,,,,,,,21,,,,,21,14807,,,,,,,,,,,,,11897,,,998,2701,8198,,,,,,,2910,,,,,2910,2015,8,,,,3,5,2007,,,,,2007,9586,6875,,,,,,6875,2711,,,2711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3692,"Общество с ограниченной ответственностью Страховая компания ""Сбербанк страхование жизни""",744196,743995,683131,104091,,,,,,,99976,93801,1991,3110,1073,1,4115,,65,3841,182,27,,,,,,,,,,,,,579040,,,,,,,559242,,27474,36325,123568,371875,19754,,400,16103,2125,1126,44,,,27,5,12,,,,,,,60864,28661,11333,,1476,9073,754,30,,,,,,,17328,,763,10517,5541,507,,,,,,,,,,,,,32203,,,,,,,,,,,,,32203,,151,9408,7708,14936,,,,,,,,,,,,,,,,,,,,,,,,,,201,3,,,,,,3,198,,,198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3748,"Акционерное общество ""Русский Стандарт Страхование""",172636,41038,41038,41038,783,,152,631,,,358,358,,,,,43,,,43,,,39378,2090,9291,21204,6793,,476,434,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131598,66875,214,,,,,66661,64723,2571,360,61792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3767,"Общество с ограниченной ответственностью Страховая компания ""АСКОР""",3378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,685,685,,,,,,685,,,,,2693,825,743,743,,,1,,,,18,,,,,,,,,,,,52,,1,51,11,,,11,1859,,,,,,,,,,,,,,,,,1856,,,4,,1852,3,,,,,,,,3,,,9,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3799,"общество с ограниченной ответственностью ""Британский Страховой Дом""",17607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4713,1431,,12,,12,,1407,3282,1459,103,1720,12894,3378,92,92,,,,,,,2880,,,,,,,,,,,,215,1,22,192,191,69,115,7,9202,64,64,,,,,,,,,,,,1,1,,8998,8899,,,,99,139,,,,,,,,,139,314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3803,"Общество с ограниченной ответственностью ""Страховая Компания Доминанта""",874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,2,,,,,,,872,387,,,,,,,,,83,,,,,,,,,,,,304,,,304,,,,,485,,,,,,,,,,,,,,1,,1,484,6,,,,478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3815,"Общество с ограниченной ответственностью ""СК ""Экспресс-страхование""",601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,331,,,,,,,,,,,,,,,,,61,61,,,,,270,,,,,,,,,270,,270,,,270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3823,"Общество с ограниченной ответственностью ""Страховая компания ""Ингосстрах-Жизнь""",14726,4797,4797,2457,91,,74,17,,,1669,814,356,266,233,,697,590,53,31,18,5,,,,,,,,,,,,,2340,,,,,,,18,1,4,7,6,,2322,,,1030,454,838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,2,,,,,2,9927,9786,,,,2137,,7649,141,,16,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3825,"Общество с ограниченной ответственностью ""Страховая Компания СОГАЗ-ЖИЗНЬ""",43243,37966,37170,24109,11179,,2231,8341,607,,,,,,,,12923,3893,6640,2239,141,10,7,4,1,1,,1,,,,,,,13061,,,,,,,,,,,,,12716,2,3,6016,6299,396,345,2,1,26,69,247,,,,,,,796,466,261,,,,261,,,,,,,,200,,16,156,28,,5,1,1,1,1,1,,,,,,,330,,,,,,,,,,,,,,,,,,,330,,,16,67,247,,,,,,,,,,,,,,,,,,,,5277,5228,,,,15,,5213,49,,,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3826,"Общество с ограниченной ответственностью ""Вита-страхование""",2210,1462,1462,950,,,,,,,948,948,,,,,2,2,,,,,,,,,,,,,,,,,512,,,,,,,,,,,,,512,279,192,39,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,748,718,10,,,1,,707,30,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3828,"Общество с ограниченной ответственностью Страховая компания ""Альянс Жизнь""",3446,491,141,77,,,,,,,,,,,,,33,,,5,28,,44,44,,,,,,,,,,,64,,,,,,,,,,,,,4,,,,2,2,60,47,,2,2,9,,,,,,,350,292,290,,,256,34,,,,,,,,2,,,,1,1,,,,,,,,,,,,,58,,,,,,,,,,,,,58,,,1,7,50,,,,,,,,,,,,,,,,,,,,,,,,,,2955,1126,,,,,,1126,1829,,,1829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3834,"Общество с ограниченной ответственностью ""Страховое общество ""Помощь""",179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,8,,,8,,,,,,,,171,20,,,,,,,,,19,,,,,,,,,,,,,,,,1,1,,,9,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,9,,,142,142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3837,"Общество с ограниченной ответственностью ""Страховая компания ""Ингосстрах-М""",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3847,"Общество с ограниченной ответственностью Страховая компания ""Независимая страховая группа""",3491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1523,130,,,,126,,4,1393,1289,42,62,1579,1403,34,34,,,79,,,,1203,,,,,,,,,,,,72,,,72,15,15,,,176,11,11,,,,92,,,,,,,,,,,73,,,,,73,,,,,,,,,,,,,,,,,,,,,,,,,389,344,1,3,41,,,,,,,,,,,,,,,,,,,
3866,"Общество с ограниченной ответственностью ""Страховая компания ""ВСК-Линия жизни""",4768,4492,4492,3710,1118,183,389,546,,,1142,339,798,5,,,1450,1142,306,1,1,,,,,,,,,,,,,,782,,,,,,,,,,,,,508,1,,310,180,17,274,,,261,10,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276,273,,,,,1,272,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3867,"Общество с ограниченной ответственностью ""АК БАРС СТРАХОВАНИЕ""",123998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44186,43037,,,,,,43037,1149,1149,,,79812,51578,173,,173,,11,,,,8,2332,,,,,,2332,,,2332,,770,,,770,48284,34725,1180,12379,27714,1,1,,,,14,,,,,,,,17,,17,27682,,,,,27682,,,,,,,,,,,,520,24,,496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3870,"Общество с ограниченной ответственностью страховая компания ""ДЕЛО ЖИЗНИ""",6677,614,506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,506,,,,,,,,,,,,,506,,,43,126,337,,,,,,,,,,,,,108,8,,,,,,,,,,,,,8,,,,2,6,,,,,,,,,,,,,100,,,,,,,,,,,,,100,,,,13,87,,,,,,,,,,,,,,,,,,,,,,,,,,6063,6063,,,,20,,6043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3879,"Общество с ограниченной ответственностью Страховая компания ""Росгосстрах Жизнь""",66934,48115,35481,25194,,,,,,,17931,93,4181,13657,,,7217,687,5898,625,6,1,46,,,1,,45,,,,,,,10287,,,,,,,,,,,,,4894,,,1944,2755,195,5393,1,,8,13,5371,,,,,,,12634,7221,7160,38,3863,2571,688,,,,,,,,58,,,40,17,1,3,,,,2,1,,,,,,,5413,1646,,,1646,,,,,,,,,3670,13,53,1125,2230,249,97,,,5,11,81,,,,,,,,,,,,,,,,,,,,18819,987,,,,126,,861,17832,,,17832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3941,"Общество с ограниченной ответственностью ""СМП-Страхование""",39460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18059,6880,,,,,,6880,11179,2524,52,8603,21401,19632,840,840,,11,2,3,1,2,166,,,,,,,,,,,,1103,,82,1021,17507,5209,12199,99,967,25,25,,,,1,,,,,,,,,,,940,77,,,,863,1,,,,,,,,1,,,802,,,802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3943,"Общество с ограниченной ответственностью ""Страховая компания ""АК БАРС-Мед""",15230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15230,,,,,,,,15230,,123,15107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3947,"Акционерное общество ""АИГ страховая компания""",418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,78,,,,,,,,,67,,,,,,,,,,,,11,,,11,,,,,186,8,8,,,,,,,,,,,,57,,57,121,,,,,121,,,,,,,,,,,,95,,,95,,,,,,,,,,59,59,,,,,,,,,,,,,,,,,,,,,,
3954,"Общество с ограниченной ответственностью ""РУССКОЕ СТРАХОВОЕ ОБЩЕСТВО ""ЕВРОИНС""",459546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192443,108899,71485,5120,,1372,,30922,83544,,3178,80366,178220,116779,61764,60626,1138,,,42,37,5,1598,532,150,147,,3,,382,,,382,,1302,942,61,299,51541,4172,45341,2028,52266,534,534,,,,,269,149,120,,,,,526,526,,50791,33,,114,14,50630,146,,,,,,,,144,2,,9175,7119,,2056,,,,,,,,,88883,,,,,,,,,,,,,,,,,,,,,,,,
3969,"Общество с ограниченной ответственностью ""Страховая Компания Чабб""",444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107,107,45,,15,47,,,,,,,337,73,,,,,,,,,36,,,,,,,,,,,,36,,3,33,1,,,1,225,,,,,,,,,,,,,,3,3,,222,2,,,,220,,,,,,,,,,,34,5,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3972,"Общество с ограниченной ответственностью ""Страховая Компания ""Ренессанс Жизнь""",780796,450521,399670,387279,,,,,,,333084,204884,56656,64535,6999,10,7719,3748,3822,149,,,46476,32069,13605,802,,,,,,,,,12391,,,,,,,2106,,2,24,166,1914,10246,173,6,8834,645,588,39,39,,,,,,,,,,,50851,35056,18044,65,13925,3356,698,,1811,304,334,697,476,,142,,,142,,,15059,14563,496,,,,,,,,,,15795,,,,,,,,,,,,,14396,1716,85,9715,1714,1166,1399,1399,,,,,,,,,,,201,,,,,,,201,,,,,201,330074,243159,,,,,,243159,86915,,,86915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3984,"Общество с ограниченной ответственностью ""Капитал Лайф Страхование Жизни""",506782,93320,80912,54197,,,,,,,49725,38944,10593,182,6,,3268,9,1703,1201,355,,117,101,15,1,,,1087,514,258,,,315,26715,,,,,,,,,,,,,11924,,17,7418,3491,998,132,26,49,33,22,2,14659,,,,,14659,12408,2400,2271,,219,411,1641,,,,,,,,103,,,64,34,5,,,,,,,26,,2,,,24,10008,511,,,,501,10,,,,,,,9497,,,5636,2939,922,,,,,,,,,,,,,1295,6,,,,4,2,1289,,,,75,1214,412167,224177,1262,,17,132,,222766,187990,10762,14,177214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3987,"Акционерное общество Страховая компания ""УРАЛСИБ Жизнь""",14868,14801,14578,14484,4776,,3773,1003,,,9665,195,2702,6768,,,43,,,,42,1,,,,,,,,,,,,,94,,,,,,,,,,,,,94,,,30,56,8,,,,,,,,,,,,,223,130,,,,,,,,,,,,,130,,,118,11,1,,,,,,,,,,,,,93,,,,,,,,,,,,,93,,,61,30,2,,,,,,,,,,,,,,,,,,,,,,,,,,67,,,,,,,,67,,,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3998,"Общество с ограниченной ответственностью ""Страховая Компания Чабб Жизнь""",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4001,"Общество с ограниченной ответственностью Страховая компания ""Чулпан-Жизнь""",7107,3608,3608,3,,,,,,,,,,,,,3,3,,,,,,,,,,,,,,,,,3605,,,,,,,,,,,,,3605,1601,1049,947,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,,,,,,,69,,,52,14,3,3430,3430,,,,,,3430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4008,"Общество с ограниченной ответственностью ""Общество страхования жизни ""РЕСО-Гарантия""",316,190,190,5,,,,,,,,,,,,,5,2,,,2,1,,,,,,,,,,,,,185,,,,,,,,,,,,,185,,2,3,25,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126,126,,,,1,,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4009,"Акционерное общество ""ЕРВ Туристическое Страхование""",72588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30508,3504,3503,,,,,1,27004,27004,,,42080,3325,,,,,,,,,,,,,,,,,,,,,,,,,3325,,,3325,3814,,,,,,,,,,,,,,,,,3807,,,,,3807,7,,,,,,,,7,,,34941,25388,,9553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4013,"Общество с ограниченной ответственностью Страховая компания ""МАКС страхование жизни""",23257,23257,23257,22945,1286,,69,613,604,,17913,11091,3730,3091,1,,3730,54,3669,7,,,16,16,,,,,,,,,,,312,,,,,,,,,,,,,312,,,240,68,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4014,"Акционерное общество ""Страховая компания ""Югория-Жизнь""",7797,4236,3925,3880,,,,,,,,,,,,,230,25,195,10,,,3650,3650,,,,,,,,,,,45,,,,,,,,,,,,,45,,,43,2,,,,,,,,,,,,,,311,94,46,,44,2,,,,,,,,,48,1,,46,1,,,,,,,,,,,,,,217,,,,,,,,,,,,,217,,,212,5,,,,,,,,,,,,,,,,,,,,,,,,,,,3561,3416,,,,,,3416,145,,,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4079,"Общество с ограниченной ответственностью ""СОСЬЕТЕ ЖЕНЕРАЛЬ Страхование Жизни""",119158,48203,44137,20504,,,,,,,20504,724,7387,7684,4676,33,,,,,,,,,,,,,,,,,,,23633,,,,,,,23596,1,16,220,2460,20899,37,,,,37,,,,,,,,,,,,,,4066,786,786,,,740,46,,,,,,,,,,,,,,,,,,,,,,,,,,3280,,,,,,,,,,,,,3280,,,,3280,,,,,,,,,,,,,,,,,,,,,,,,,,,70955,66420,,,,,,66420,4535,,,4535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4104,"Общество с ограниченной ответственностью ""Страховая компания КАРДИФ""",161387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55920,55920,,,,,,55920,,,,,105467,28378,1367,1367,,,,,,,,,,,,,,,,,,,,,,,27011,,,27011,20205,,,,,,,,,,,,,,,,,20205,,,,,20205,,,,,,,,,,,,56884,,,56884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
