"Сведения о страховых суммах по договорам страхования, действовавшим на конец отчетного периода, в разрезе страховщиков, тыс руб.",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 139,Unnamed: 140,Unnamed: 141,Unnamed: 142,Unnamed: 143,Unnamed: 144,Unnamed: 145,Unnamed: 146,Unnamed: 147,Unnamed: 148,Unnamed: 149,Unnamed: 150,Unnamed: 151,Unnamed: 152,Unnamed: 153,Unnamed: 154,Unnamed: 155,Unnamed: 156,Unnamed: 157,Unnamed: 158,Unnamed: 159,Unnamed: 160,Unnamed: 161,Unnamed: 162,Unnamed: 163,Unnamed: 164,Unnamed: 165,Unnamed: 166,Unnamed: 167,Unnamed: 168,Unnamed: 169,Unnamed: 170,Unnamed: 171,Unnamed: 172,Unnamed: 173,Unnamed: 174,Unnamed: 175,Unnamed: 176,Unnamed: 177,Unnamed: 178,Unnamed: 179,Unnamed: 180,Unnamed: 181,Unnamed: 182,Unnamed: 183,Unnamed: 184,Unnamed: 185,Unnamed: 186,Unnamed: 187,Unnamed: 188,Unnamed: 189,Unnamed: 190,Unnamed: 191,Unnamed: 192,Unnamed: 193,Unnamed: 194,Unnamed: 195,Unnamed: 196,Unnamed: 197,Unnamed: 198,Unnamed: 199,Unnamed: 200,Unnamed: 201,Unnamed: 202,Unnamed: 203,Unnamed: 204,Unnamed: 205,Unnamed: 206,Unnamed: 207,Unnamed: 208,Unnamed: 209,Unnamed: 210,Unnamed: 211,Unnamed: 212,Unnamed: 213,Unnamed: 214,Unnamed: 215,Unnamed: 216,Unnamed: 217,Unnamed: 218,Unnamed: 219,Unnamed: 220,Unnamed: 221,Unnamed: 222,Unnamed: 223,Unnamed: 224,Unnamed: 225,Unnamed: 226,Unnamed: 227,Unnamed: 228,Unnamed: 229,Unnamed: 230,Unnamed: 231,Unnamed: 232,Unnamed: 233,Unnamed: 234,Unnamed: 235,Unnamed: 236,Unnamed: 237,Unnamed: 238,Unnamed: 239,Unnamed: 240,Unnamed: 241,Unnamed: 242,Unnamed: 243,Unnamed: 244,Unnamed: 245,Unnamed: 246,Unnamed: 247,Unnamed: 248,Unnamed: 249,Unnamed: 250,Unnamed: 251,Unnamed: 252,Unnamed: 253,Unnamed: 254,Unnamed: 255
2682,"Общество с ограниченной ответственностью ""Страховая компания ""ИНСАЙТ""",75792471.52625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9588803.75347,9480003.75347,,,,,,9480003.75347,108800,,54200,54600,66203667.77278,14830609.3658,14830609.3658,14830609.3658,,,,,,,,,,,,,,,,,,,,,,,,,,,1469100,1469100,1469100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49903958.40698,,,49903958.40698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708,"Акционерное общество ""Чрезвычайная страховая компания""",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2877,"Общество с ограниченной ответственностью ""Страховая компания ""Мегарусс-Д""",179800828.08765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157889519.69634,70210920.65032,,1250134.52,,66992000,,1968786.13032,87678599.04602,,87152599.32,525999.72602,21911308.39131,21834320.58031,10696902.74958,10696902.74958,,,,,,,1152715.32766,,,,,,,,,,,,8784407.08575,,,8784407.08575,1200295.41732,70777.85412,2216.4,1127301.1632,76987.811,,,,,,11760,,,,,,,,1400,1400,,55614.985,,,,,55614.985,8212.826,,,,,,,,,8212.826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2917,"Общество с ограниченной ответственностью ""Страховая компания НИК""",819727015.29528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1415300,1407300,,,,1407300,,,8000,,8000,,818311715.29528,244253112.57228,,,,,244096817.9453,,,,23341.25098,,,,,,,,,,,,,,,,132953.376,,,132953.376,569915644.7,,,,,,387080410,,,,,,,,43634040,,43634040,139201194.7,,,,,139201194.7,,,,,,,,,,,,4142958.023,,,4142958.023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2947,"Акционерное общество ""Страховая компания ""РСХБ-Страхование""",2848578761.9931297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,707886297.34899,541361115.80092,27416574.433,,,38754827.56861,,475189713.79931,166525181.54807,,51021275,115503906.54807,2139777464.64414,2026443172.44978,10522490.16498,10522490.16498,,4903430.39463,,87669.332,,87669.332,1385663.71464,320573462.04959,154368711.52341,53776337.08851,693765.1787,95610706.0342,4287903.222,166204750.52618,9973606.37983,3054983.51504,140800396.03862,12375764.59269,1585338271.06799,9539024.91541,149497376.78014,1426301869.37244,103632185.72595,9917408.86397,,93714776.86198,36907689.92935,405700,405700,,,,,484001.4,,484001.4,,,,,472100,472100,,35545888.52935,3378696.9793,,8000,,32159191.55005,,,,,,,,,,,22483335.08144,53943267.18357,,,53943267.18357,,,,,,,,,,915000,915000,,,,,,,,,,,,,,,,,,,,,,
3064,"Акционерное общество ""Боровицкое страховое общество""",46650233.934200004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33489337.74639,4199505.89789,4890,,,,,4194615.89789,29289831.8485,568291.0455,,28721540.803,13160896.18781,11821014.34761,8488033,8488033,,,,,,,305552.54715,,,,,,,,,,,,2770634.92387,,,2770634.92387,256793.87659,,,256793.87659,1337781.8402,503000,503000,,,,,,,,,,,,22417.92022,,22417.92022,124273.91998,,,,,124273.91998,688090,,,,,,,,639090,49000,,2100,,,2100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3128,"Общество с ограниченной ответственностью ""Международная страховая компания ""АйАйСи""",2267980.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2262300,1200,,,,,,1200,2261100,,,2261100,5680.4,1180.4,,,,,,,,,,,,,,,,,,,,,,,,,1180.4,,,1180.4,4500,,,,,,,,,,,,,,,,,500,,,,,500,4000,,,,,,,,,4000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3193,"Общество с ограниченной ответственностью ""СТРАХОВАЯ КОМПАНИЯ ""АРСЕНАЛЪ""",92290744.24019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5423462.15989,2903583.68089,,,,,,2903583.68089,2519878.479,,,2519878.479,86867282.0803,27182271.58194,80442.71,80442.71,,,,12065048.15145,,12065048.15145,,,,,,,,,,,,,13766636.55433,,,13766636.55433,1270144.16616,,,1270144.16616,47037239.35624,,,,,,2410,38702704.50274,,38702704.50274,39000,,,39000,,,,1287003.5135,,,,,1287003.5135,7006121.34,,,,,,,,,7006121.34,,12647771.14212,10169511.364,,2478259.77812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3211,"Акционерное общество ""Группа страховых компаний ""Югория""",469904825188.7925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1635389835.90374,436158427.25352,251891.2581,1962000,16556000,99085367.30468,,318303168.69074,1199231408.65022,76653007.59903,370607694.53639,751970706.5148,7288620516.88871,4754747865.4207,336767046.64521,336767046.64521,,,62200500.29624,4704720.40385,,4704720.40385,18550839.88806,180533.633,,,,,,180533.633,,,180533.633,,4056043247.22353,3081056471.3093,103310743.05014,871676032.86409,276300977.33081,62787767.25538,24967972.92984,188545237.14559,2513567234.75959,775649.6451,775649.6451,,,,2338746704.31749,90384992.14807,1751903.3,88633088.84807,2159136.52158,99000,,2060136.52158,444818.46388,170466.2603,274352.20358,80568574.05347,10511211.14549,,745400,,69311962.90798,487359.61,,,20000,,,45535.16,,206500,215324.45,5685249.40044,14620167.30798,21538.55262,,14598628.75536,,,,,,,,,,63060000,46965000,815000,3800000,11480000,460917754836,20158930000,,20158930000,,,,,4812416224,4797823184,14593040,371331010116,20276889424,24460120960,10686084464,315907915268,38273844048,26341554448,
3225,"Общество с ограниченной ответственностью ""Страховая компания ИНТЕРИ""",48787852.14363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1862000,1847000,,1847000,,,,,15000,,,15000,46925852.14363,30017252.14363,29987252.14363,29987252.14363,,,,,,,,,,,,,,,,,,,30000,,,30000,,,,,16908600,16908600,16908600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3229,"Акционерное общество ""Страховая бизнес группа""",183717046394.99405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102938570.1186,27451553.3743,,7944085,,18913487,,593981.3743,75487016.7443,,55532296.7443,19954720,1034122328.87546,959262737.6674,27476.003,27476.003,,59300,4836.66,,,,3778094.03929,,,,,,,,,,,,955038143.2645,,937423966.45514,17614176.80936,354887.70061,302293.58661,52544.114,50,71981901.59796,,,,,,10500,111483.7,,111483.7,,,,,3026779.43166,,3026779.43166,68388931.4663,66253922.3575,,15000,,2120009.1088,444207,,,160000,1300,,,,,282907,,2877689.6101,,,2877689.6101,,,,,,,,,,11175000,6895000,420000,130000,3730000,182568810496,,,,,,,770048,35418112,35418112,,182532622336,5173862400,4931268608,2509928448,169917562880,,,
3230,"Акционерное общество ""Страховая компания ""СОГАЗ-Мед""",103809800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103809800,,,,,,,,103809800,,103809800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3256,"Акционерное общество Страховая компания ""Совкомбанк Жизнь""",1173453327.6213498,298439660.54438,298439660.54438,103650458.07705,,,,,,,47869581.69604,208959.54931,14127160.09085,27504082.03251,6029380.02337,,1688791.50401,,292741.181,1181052.3203,133598.17712,81399.82559,54092084.877,54086898.408,,,,5186.469,,,,,,,194789202.46733,,,,,,,51265188.07753,,,,51265188.07753,,25648749.63238,,267.805,1116813.4,1963610.9365,22568057.49088,117875264.75742,115511912.42242,,,656104.962,1707247.373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2890708.15206,18674.62947,,1337.73171,,,17336.89776,2872033.52259,2016.58516,,1477.99048,19782.81427,2848756.13268,872122958.92491,833326818.97091,,,,650090753.36059,,183236065.61032,38796139.954,,11939928.824,26856211.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3268,"Общество с ограниченной ответственностью Страховая компания ""Паритет-СК""",5436124.3060800005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3531812.21187,751712.21187,,,,,,751712.21187,2780100,,,2780100,1904312.09421,1806526.09421,145833.592,145833.592,,,,2960.25,,2960.25,,,,,,,,,,,,,1584717.55539,,33541.10384,1551176.45155,73014.69682,,,73014.69682,97786,2600,1300,,1300,,18036,,,,,,,,76000,76000,,1150,,,,,1150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3300,"Акционерное общество Страховая группа ""Спасские ворота""",294207722.67018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22698506.05237,9219495.18431,,,,613057.20548,,8606437.97883,13479010.86806,951045.5865,11785122.83792,742842.44364,270859216.61781,69729243.78386,1130528.288,1130528.288,,,2135962.27055,1121782,1121782,,41563382.19367,,,,,,,,,,,,12425834.87147,,1800071.39108,10625763.48039,11351754.16017,9000,,11342754.16017,201114720.23395,102858,102858,,,,20463200,179071300,179071300,,2000,,,2000,298234.7,83734.7,214500,1177127.53395,330321.543,,,,846805.99095,,,,,,,,,,,,15252.6,,,15252.6,,,,,,,,,,650000,460000,,,190000,,,,,,,,,,,,,,,,,,,
3390,"Акционерное общество ""Страховая Компания ""ПОЛИС-ГАРАНТ""",65326.31098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500,500,,,,,,500,,,,,64826.31098,10000.09866,,,,,,,,,,,,,,,,,,,,,10000.09866,,,10000.09866,,,,,54826.21232,,,,,,,,,,,,,,5000,,5000,49826.21232,,,,,49826.21232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3398,"Общество с ограниченной ответственностью Страховая компания ""Газпром страхование""",5778903233.792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3614125502.43,1587593313.36,,,,598624.297,,1586994689.063,2026532189.07,1079829124.07,93961615,852741450,2164777731.362,1679407862.025,5465748.298,5465748.298,,964518.186,14626668.327,,,,12562145.65,,,,,,,,,,,,1286791997.291,,552809984.671,733982012.62,358996784.273,4531.1,1064152.869,357928100.304,321837273.529,,,,,,12789500,,,,36757126.371,36757126.371,,,336516,,336516,269082750.583,16577173.304,,,,252505577.279,2871380.575,,,,,,331073.125,2262267.45,,278040,500,163532095.808,16074662.128,,147457433.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3438,"Общество с ограниченной ответственностью ""ПРОМИНСТРАХ""",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3447,"Общество с ограниченной ответственностью ""АльфаСтрахование-Жизнь""",2728804350.1192102,2518882094.98012,2518751574.42254,2490767641.95122,175013419.5616,4472674.13703,107011963.67372,60545787.66226,1233002.56342,1749991.52517,2292134357.68387,27970525.71872,673072295.71393,1439556912.56322,142810308.61146,8724315.07654,23619864.70575,7142052.84606,2201708.80722,13380148.20161,726262.22751,169692.62335,,,,,,,,,,,,,27983932.47132,,,,,,,,,,,,,27983932.47132,2381.5,566999.09103,15401612.56943,8604686.73697,3408252.57389,,,,,,,,,,,,,130520.55758,9238.4116,,,,,,,,,,,,,9238.4116,40.95347,90.03274,3414.54485,703.21477,4989.66577,,,,,,,,,,,,,121282.14598,,,,,,,,,,,,,121282.14598,,185.61836,,,121096.52762,,,,,,,,,,,,,1290.79609,708.50988,,607.33476,101.17512,,,582.28621,,,,,582.28621,209920964.343,73095787.738,,,,,,73095787.738,136825176.605,,,136825176.605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3507,"Общество с ограниченной ответственностью ""Хоум Кредит Страхование""",255571535.68374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232152227.01397,232152227.01397,,,,,,232152227.01397,,,,,23419308.66977,15930911.32177,,,,,,,,,,,,,,,,,,,,,322438.898,,,322438.898,15608472.42377,,,15608472.42377,6986645,,,,,,,,,,,,,,,,,6986645,,,,,6986645,,,,,,,,,,,,501752.348,,,501752.348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3511,"Общество с ограниченной ответственностью Страховая компания ""Согласие-Вита""",183357962.93753,141373525.6315,141373525.6315,138452720.3305,7033169.83636,,522658.506,4765419.35244,1745091.97792,,128247838.95788,6319771.31122,45747999.99478,52276457.57263,23901001.59925,2608.48,988748.53626,346.13,841568.836,70986.22263,34087.37934,41759.96829,2182963,2012313,,164200,,6450,,,,,,,2920805.301,,,,,,,,,,,,,1384376.301,,1000,1165125.93695,102537.38727,115712.97678,1536429,22700,,1276150,9629,227950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41984437.30603,477480.10913,,,,,,477480.10913,41506957.1969,,,41506957.1969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3528,"Общество с ограниченной ответственностью ""Страховое медицинское общество ""Спасение""",8434349.736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8434349.736,,,,,,,,8434349.736,,,8434349.736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3594,"Общество с ограниченной ответственностью ""Международная Страховая Группа""",17219824.83037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17178908.41085,8028368.41085,,,,,,8028368.41085,9150540,,292850,8857690,40916.41952,5864,5664,5664,,,,,,,,,,,,,,,,,,,,,,,200,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35052.41952,,,35052.41952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3609,"Общество с ограниченной ответственностью ""ППФ Страхование жизни""",397588893.93778,323928492.96578,80164315,70860815,,,,,,,,,,,,,,,,,,,70860815,70860815,,,,,,,,,,,9303500,,,,,,,,,,,,,,,,,,,9303500,,,9303500,,,,,,,,,243764177.96578,1044883.30591,208300.778,,,69333.277,138967.501,,,,,,,,718713.90191,,,115809.35134,231030.39907,371874.1515,,,,,,,117868.626,,,,,117868.626,242719294.65987,,,,,,,,,,,,,226396073.97987,,,5926348.56,26483315.5228,193986409.89707,,,,,,,16323220.68,,,,,16323220.68,24639426.367,110511.023,,,,10093.842,100417.181,24528915.344,,,,65005.825,24463909.519,49020974.605,45791724.605,,,,,,45791724.605,3229250,,,3229250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3692,"Общество с ограниченной ответственностью Страховая компания ""Сбербанк страхование жизни""",22930714048.7482,11357113994.0516,10523797340.3542,4344242314.491,,,,,,,4214572496.46,3134378191.328,191065127.1,672959013.807,58830228.808,157339935.417,129669818.031,,12583217.867,82349570.04,28384439.176,6352590.948,,,,,,,,,,,,,6179555025.86318,,,,,,,6077836796.19718,,85554652.91019,206632430.05333,1133477095.90058,4652172617.33308,100902439.097,,,58417671.73,30900012.304,11584755.063,815790.569,,,522109.15,21900.637,271780.782,,,,,,,833316653.69738,565746074.27038,186039152.079,,26064758.245,120292112.503,39629576.776,52704.555,,,,,,,379706922.19138,4662.098,110130.522,100279146.244,120271825.205,159041158.12238,,,,,,,,,,,,,267570579.427,,,,,,,,,,,,,267570579.427,4662.098,1184113.041,123505837.745,88565782.382,54310184.161,,,,,,,,,,,,,,,,,,,,,,,,,,11573600054.6966,32687873.9108,,,,,,32687873.9108,11540912180.7858,,,11540912180.7858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3748,"Акционерное общество ""Русский Стандарт Страхование""",458516180.33605003,212623259.76907,212623259.76907,208173300.08266,15534013.22387,,4267016.12508,11197983.97619,69013.1226,,3564143.09444,3564143.09444,,,,,242012.26672,,,242012.26672,,,188674601.37562,327779.4066,15554902.40276,152802713.49688,19989206.06938,,158530.12201,113463.93929,45066.18272,,,,4449959.68641,,,,,,,,,,,,,4449959.68641,,,,4310860.36151,139099.3249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245892920.56698,111632484.94698,3500.77,,,,,111628984.17698,134260435.62,613442.62,1060560,132586433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3767,"Общество с ограниченной ответственностью Страховая компания ""АСКОР""",49935885.70449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7983538.20025,7983538.20025,,,,,,7983538.20025,,,,,41952347.50424,14331298.29773,4549962.58073,4549962.58073,,,6957488,,,,,,,,,,,,,,,,2508002.00256,,2000,2506002.00256,315845.71444,,,315845.71444,27406076.8547,2800,2800,,,,,,,,,,,,,,,27391776.8547,,,14000,,27377776.8547,11500,,,,,,,,11500,,,214972.35181,,,214972.35181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
