"Сведения о страховых суммах по договорам страхования, заключенным в отчетном периоде (с учетом изменений), в разрезе страховщиков, тыс руб.",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 139,Unnamed: 140,Unnamed: 141,Unnamed: 142,Unnamed: 143,Unnamed: 144,Unnamed: 145,Unnamed: 146,Unnamed: 147,Unnamed: 148,Unnamed: 149,Unnamed: 150,Unnamed: 151,Unnamed: 152,Unnamed: 153,Unnamed: 154,Unnamed: 155,Unnamed: 156,Unnamed: 157,Unnamed: 158,Unnamed: 159,Unnamed: 160,Unnamed: 161,Unnamed: 162,Unnamed: 163,Unnamed: 164,Unnamed: 165,Unnamed: 166,Unnamed: 167,Unnamed: 168,Unnamed: 169,Unnamed: 170,Unnamed: 171,Unnamed: 172,Unnamed: 173,Unnamed: 174,Unnamed: 175,Unnamed: 176,Unnamed: 177,Unnamed: 178,Unnamed: 179,Unnamed: 180,Unnamed: 181,Unnamed: 182,Unnamed: 183,Unnamed: 184,Unnamed: 185,Unnamed: 186,Unnamed: 187,Unnamed: 188,Unnamed: 189,Unnamed: 190,Unnamed: 191,Unnamed: 192,Unnamed: 193,Unnamed: 194,Unnamed: 195,Unnamed: 196,Unnamed: 197,Unnamed: 198,Unnamed: 199,Unnamed: 200,Unnamed: 201,Unnamed: 202,Unnamed: 203,Unnamed: 204,Unnamed: 205,Unnamed: 206,Unnamed: 207,Unnamed: 208,Unnamed: 209,Unnamed: 210,Unnamed: 211,Unnamed: 212,Unnamed: 213,Unnamed: 214,Unnamed: 215,Unnamed: 216,Unnamed: 217,Unnamed: 218,Unnamed: 219,Unnamed: 220,Unnamed: 221,Unnamed: 222,Unnamed: 223,Unnamed: 224,Unnamed: 225,Unnamed: 226,Unnamed: 227,Unnamed: 228,Unnamed: 229,Unnamed: 230,Unnamed: 231,Unnamed: 232,Unnamed: 233,Unnamed: 234,Unnamed: 235,Unnamed: 236,Unnamed: 237,Unnamed: 238,Unnamed: 239,Unnamed: 240,Unnamed: 241,Unnamed: 242,Unnamed: 243,Unnamed: 244,Unnamed: 245,Unnamed: 246,Unnamed: 247,Unnamed: 248,Unnamed: 249,Unnamed: 250,Unnamed: 251,Unnamed: 252,Unnamed: 253,Unnamed: 254,Unnamed: 255
2042,"Общество с ограниченной ответственностью ""Страховая компания ""Гранта""",77466882.43913999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,43440872.56337,30297924.15487,0,0,0,28772913.64538,0,1525010.50949,13142948.4085,12732189.543,11568.8,399190.0655,34026009.87577,28538674.18283,6391463.01089,6391463.01089,0,500000,0,6328.2,0,6328.2,3025582.17944,0,0,0,0,0,0,0,0,0,0,0,14480760.90056,1367.4744,0,14479393.42616,4134539.89194,3292271.5987,257990.177,584278.11624,4824627.02508,182000,182000,0,0,0,0,14990,0,14990,0,0,0,0,3864675.37004,2175.37004,3862500,741961.65504,0,0,91000,0,650961.65504,21000,,0,0,0,0,0,,21000,0,0,662708.66786,0,0,662708.66786,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2239,"Акционерное общество ""АльфаСтрахование""",2130515020742.319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,23835147478.052,9952349969.17,0,5977107072.793,11172000,407392183.43,0,3556678712.947,13882797508.882,0,7936260225.952,5946537282.93,29622633584.267,14880566117.604,1093956955.242,1093956955.242,0,78814396.422,87736971.922,930636518.113,882556454.964,48080063.149,1835992024.786,133834588.189,96366333.005,51158609.122,0,45207723.883,0,37468255.184,57455.454,0,37410799.73,0,9040874265.203,330674587.54,1192974201.382,7517225476.281,1678720397.727,975307555.465,26853831.162,676559011.1,12656720002.201,93122239.251,93122239.251,0,0,0,516662072.931,9257828482.796,8982802616.79,275025866.006,22578668.321,22578668.321,0,0,91226755.126,70691165.757,20535589.369,2673186114.392,98436903.116,8651600,40198654.012,20089242.003,2505809715.261,2115669.384,,278792.828,0,0,0,0,,209000,1627876.556,828565317.164,1256782147.298,1085018226.21,0,171763921.088,,,,,,,,,0,348560000,269990000,5270000,6560000,66740000,2076708679680,1161714763776,98523136,1161616240640,281542656,281542656,0,211861504,13011298304,12683814912,327483392,707230474240,63607183360,242273476608,42241173504,359108640768,58594099200,135664640000,0
2346,"Акционерное общество ""Объединенная страховая компания""",118623351.65856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,27308095.11655,11227025.78935,59033.2299,0,0,1726482.807,0,9441509.75245,16081069.3272,2084365.7572,4491817.275,9504886.295,91315256.54201,71901824.36892,20814226.32592,20459723.50892,354502.817,0,700,694635.081,343000,351635.081,11757606.29382,3200,0,0,0,0,0,3200,0,0,3200,0,28700432.67871,10569421.00599,103987.1845,18027024.48822,9931023.98947,3186046.76515,901756.80498,5843220.41934,4775237.68824,612600,612600,0,0,0,189914.736,1439827.94491,847398.84491,592429.1,2000,0,0,2000,964180,76130,888050,1565620.6845,103987.2845,0,5000,4000,1452633.4,1094.32283,,0,0,0,0,0,,1000,94.32283,0,14638194.48485,60156.723,0,14578037.76185,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2496,"Общество с ограниченной ответственностью ""Абсолют Страхование""",143867903991.52103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,468191213.97424,408405894.6055,317385541.4039,47250,17950000,2879744.014,0,70143359.1876,59785319.36874,4432.81,0,59780886.55874,2210842545.5468,1547275274.87747,28489880.91514,28489880.91514,0,0,0,33663100.42027,11423277.13413,22239823.28614,1057312985.84663,12759602.77658,12493650.83058,11760287.57258,1528.931,731834.327,0,265951.946,265951.946,0,0,0,324397157.06236,14489302.38136,42139379.34656,267768475.33444,90652547.85649,85856257.15083,36400,4759890.70566,628173400.75961,6339765.9,6339765.9,0,0,0,17500,509081523.79519,0,509081523.79519,0,0,0,0,50641767.30414,14990435.939,35651331.36514,62065343.76028,4251417.95662,0,0,188568.42,57625357.38366,27500,,0,0,0,0,0,,27500,0,16656906.19804,18736963.71168,82538.33044,0,18654425.38124,,,,,,,,,0,10535000,5855000,20000,300000,4360000,141178335232,0,0,0,0,0,0,51976192,1147785216,925917184,221868032,139978573824,8929069056,56745400320,6967685120,67336419328,0,0,0
2619,"Акционерное общество ""Страховая компания ""Астро-Волга""",890861932.22886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,375076953.19352,184358517.44975,0,0,0,11778606.43615,0,172579911.0136,190718435.74377,206463.957,35199356.78377,155312615.003,514823267.03534,204687514.54631,34506117.48713,34506117.48713,0,0,0,141920.78041,0,141920.78041,6788708.30114,1816364.648,1709518.648,317021.787,0,1392496.861,0,106846,0,0,106846,0,41734776.0873,0,2816120.37395,38918655.71335,119699627.24233,1074184.28822,3644803.74574,114980639.20837,292873709.1407,290187760,290187760,0,0,0,0,87077.6,0,87077.6,0,0,0,0,13000,500,12500,2440726.51316,1166376.51756,0,0,0,1274349.9956,145145.02754,,0,0,92645.02754,0,0,,52500,0,0,17262043.34833,0,0,17262043.34833,,,,,,,,,0,480000,215000,45000,0,220000,481712,0,0,0,0,0,0,0,20240,4048,16192,461472,319792,52624,8096,80960,0,0,0
2682,"Общество с ограниченной ответственностью ""Страховая компания ""ИНСАЙТ""",80840676.22163999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,14135907.32608,14103535.73457,0,0,0,64466.30751,0,14039069.42706,32371.59151,0,4200,28171.59151,66704768.89556,17381494.39051,16780698.922,16780698.922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600795.46851,0,0,600795.46851,762000,762000,762000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,48561274.50505,0,0,48561274.50505,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2708,Акционерное общество «Баланс Страхование»,506033645.68408996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,152721.28,152721.28,0,0,0,152721.28,0,0,0,0,0,0,505880924.40409,413568489.89021,0,0,0,5000,4187480.52163,4279969.6339,4279969.6339,0,359201008.76916,0,0,0,0,0,0,0,0,0,0,0,45895030.96552,0,12000,45883030.96552,0,0,0,0,87906518.279,0,0,0,0,0,20126849,55178433.714,55178433.714,0,0,0,0,0,2009850,0,2009850,10591385.565,8000,0,0,0,10583385.565,0,,0,0,0,0,0,,0,0,0,4405916.23488,0,0,4405916.23488,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2733,"Акционерное общество ""Страховая компания ""Бестиншур""",1303566024917.169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,627791830600.852,627615566017.153,20953.8415,0,0,0,0,627615545063.312,176264583.6985,111340280.0485,52394950,12529353.65,675774194316.317,5710609277.24924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49935,0,0,49935,5710559342.24924,0,0,5710559342.24924,26330064868.943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26330064868.943,0,0,0,0,26330064868.943,0,,0,0,0,0,0,,0,0,0,643733520170.124,432971.41625,0,643733087198.708,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2877,"Общество с ограниченной ответственностью ""Страховая компания ""Мегарусс-Д""",166922235.50445998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,89843079.02597,54866129.02597,0,0,0,54638250,0,227879.02597,34976950,0,34974600,2350,77079156.47849,77079156.47849,1113113.14923,1113113.14923,0,0,0,0,0,0,59741307.32655,0,0,0,0,0,0,0,0,0,0,0,15978120.92703,0,0,15978120.92703,246615.07568,26935,2959,216721.07568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2917,"Общество с ограниченной ответственностью ""Страховая компания НИК""",3151385.42747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1785400,11400,0,0,0,11400,0,0,1774000,0,1774000,0,1365985.42747,1350470.57197,0,0,0,0,0,0,0,0,1217517.19597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132953.376,0,0,132953.376,8600,7500,7500,0,0,0,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,6914.8555,0,0,6914.8555,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2947,"Акционерное общество ""Страховая компания ""РСХБ-Страхование""",1067185364.47464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,95144255.47818,83595255.47818,4203853.953,15409260,0,14988140.72347,0,48994000.80171,11549000,0,334500,11214500,971183608.99646,901675213.57515,10144228.88871,10144228.88871,0,2694315.82268,0,6089,0,6089,3188153.08881,274844335.23161,159973573.06626,80429713.92336,546007.541,77884109.5259,1113742.076,114870762.16535,11389962.78199,921833.16805,101177077.22065,1381888.99466,565192943.19072,6776271.52676,20906018.5029,537510653.16106,45605148.35262,6627292.76961,0,38977855.58301,6723644.56133,406650,406650,0,0,0,0,479655.3,0,479655.3,0,0,0,0,49000,0,49000,5788339.26133,339843.65333,0,8000,0,5440495.608,0,,0,0,0,0,0,,0,0,9397712.09655,53387038.76343,44532.34002,0,53342506.42341,,,,,,,,,0,857500,857500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3064,"Акционерное общество ""Боровицкое страховое общество""",108622347.74687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,81157165.2164,10545539.6204,191012.9694,4062350,0,0,0,6292176.651,70611625.596,2421416.74,0,68190208.856,27465182.53047,23227668.04907,19328913,19328748,165,0,0,0,0,0,946225.72132,0,0,0,0,0,0,0,0,0,0,0,2813244.49387,0,0,2813244.49387,139284.83388,0,0,139284.83388,4236014.4814,2400,2400,0,0,0,0,0,0,0,0,0,0,0,51313.24526,0,51313.24526,3891801.23614,29647.9918,0,0,0,3862153.24434,290500,,0,0,0,0,0,,277500,13000,0,1500,0,0,1500,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3128,"Общество с ограниченной ответственностью ""Международная страховая компания ""АйАйСи""",1254251071.16564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1974600,600,0,0,0,0,0,600,1974000,0,0,1974000,1252276471.16564,1252040371.16564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1252040371.16564,0,0,1252040371.16564,236100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236100,0,0,0,0,236100,0,,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3211,"Акционерное общество ""Группа страховых компаний ""Югория""",474259888449.5272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,2264985702.90868,573710870.47199,21539287.0683,15329100,0,70054937.72173,0,466787545.68196,1691274832.43669,143665885.798,361888806.10466,1185720140.53403,1812370102.61852,1419779011.10346,193690636.10187,193690636.10187,0,1188874.79166,7464508.27598,15290076.0996,0,15290076.0996,291787374.16505,31731,0,0,0,0,0,31731,0,0,31731,0,491192349.61721,13572762.2026,182868590.64302,294750996.77159,419133461.05209,39609485.86636,21547939.79713,357976035.3886,379094862.18041,2224635,2224635,0,0,0,49343679.4678,204329934.74653,40016.3,204289918.44653,5139983.40722,957480,0,4182503.40722,246598.00541,21300,225298.00541,117407926.63641,73359877.33834,0,795100,0,43252949.29807,402104.91704,,0,20000,0,0,0,,84000,298104.91704,3467839.39572,10028389.93893,10131.15722,0,10018258.78171,,,,,,,,,0,70930000,49185000,2365000,5720000,13660000,470111602644,0,0,0,0,0,0,27324000,2369229632,2369229632,0,389761378212,24702304704,46535382960,22044266464,296479424084,42221206200,35732464600,0
3225,"Общество с ограниченной ответственностью ""Страховая компания ИНТЕРИ""",46608655.20628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,4076000,3290000,0,3290000,0,0,0,0,786000,0,0,786000,42532655.20628,29153055.20628,28891555.20628,28891555.20628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261500,0,0,261500,0,0,0,0,13379600,13379600,13379600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3229,"Акционерное общество ""Страховая бизнес группа""",88011323395.87663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,118482964.61505,77340060,0,76391710,0,428970,0,519380,41142904.61505,0,3393664.61505,37749240,151973875.26159,139661149.9261,0,0,0,693280,3600,0,0,0,25820941.18817,0,0,0,0,0,0,0,0,0,0,0,108428895.35721,1182558.03335,106620830.91726,625506.4066,4714433.38072,4682106.29372,31252.087,1075,12210795.33549,0,0,0,0,0,145964,125983.7,0,125983.7,0,0,0,0,468400,0,468400,11370447.63549,10683872.63549,0,5000,0,681575,100000,,0,100000,0,0,0,,0,0,0,101930,0,0,101930,,,,,,,,,0,11157500,7017500,300000,160000,3680000,87729709056,0,0,0,0,0,0,0,3876864,3876864,0,87725832192,2399711232,2936647680,1042040832,81347432448,0,0,0
3230,"Акционерное общество ""Страховая компания ""СОГАЗ-Мед""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3268,"Общество с ограниченной ответственностью Страховая компания ""Паритет-СК""",851119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,428300,0,0,0,0,0,0,0,428300,0,0,428300,422819,422819,167427,167427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254410,250000,0,4410,982,982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
