"Сведения о страховых суммах по договорам страхования, заключенным в отчетном периоде (с учетом изменений), в разрезе страховщиков, тыс руб.",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 139,Unnamed: 140,Unnamed: 141,Unnamed: 142,Unnamed: 143,Unnamed: 144,Unnamed: 145,Unnamed: 146,Unnamed: 147,Unnamed: 148,Unnamed: 149,Unnamed: 150,Unnamed: 151,Unnamed: 152,Unnamed: 153,Unnamed: 154,Unnamed: 155,Unnamed: 156,Unnamed: 157,Unnamed: 158,Unnamed: 159,Unnamed: 160,Unnamed: 161,Unnamed: 162,Unnamed: 163,Unnamed: 164,Unnamed: 165,Unnamed: 166,Unnamed: 167,Unnamed: 168,Unnamed: 169,Unnamed: 170,Unnamed: 171,Unnamed: 172,Unnamed: 173,Unnamed: 174,Unnamed: 175,Unnamed: 176,Unnamed: 177,Unnamed: 178,Unnamed: 179,Unnamed: 180,Unnamed: 181,Unnamed: 182,Unnamed: 183,Unnamed: 184,Unnamed: 185,Unnamed: 186,Unnamed: 187,Unnamed: 188,Unnamed: 189,Unnamed: 190,Unnamed: 191,Unnamed: 192,Unnamed: 193,Unnamed: 194,Unnamed: 195,Unnamed: 196,Unnamed: 197,Unnamed: 198,Unnamed: 199,Unnamed: 200,Unnamed: 201,Unnamed: 202,Unnamed: 203,Unnamed: 204,Unnamed: 205,Unnamed: 206,Unnamed: 207,Unnamed: 208,Unnamed: 209,Unnamed: 210,Unnamed: 211,Unnamed: 212,Unnamed: 213,Unnamed: 214,Unnamed: 215,Unnamed: 216,Unnamed: 217,Unnamed: 218,Unnamed: 219,Unnamed: 220,Unnamed: 221,Unnamed: 222,Unnamed: 223,Unnamed: 224,Unnamed: 225,Unnamed: 226,Unnamed: 227,Unnamed: 228,Unnamed: 229,Unnamed: 230,Unnamed: 231,Unnamed: 232,Unnamed: 233,Unnamed: 234,Unnamed: 235,Unnamed: 236,Unnamed: 237,Unnamed: 238,Unnamed: 239,Unnamed: 240,Unnamed: 241,Unnamed: 242,Unnamed: 243,Unnamed: 244,Unnamed: 245,Unnamed: 246,Unnamed: 247,Unnamed: 248,Unnamed: 249,Unnamed: 250,Unnamed: 251,Unnamed: 252,Unnamed: 253,Unnamed: 254,Unnamed: 255
2027,"Акционерное общество ""Страховая компания ""Двадцать первый век""",493996011.97511995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,100717839.28158,78035652.99658,7475202.54,600,0,0,0,70559850.45658,22682186.285,0,0,22682186.285,393278172.69354,389113153.41125,16369633.3647,16369633.3647,0,0,0,0,0,0,361649131.62141,0,0,0,0,0,0,0,0,0,0,0,9612728.83054,0,0,9612728.83054,1481659.5946,1332822.07632,134596.05328,14241.465,3866495.0302,243900,243900,0,0,0,0,0,0,0,1288348.0302,0,0,1288348.0302,1473500,460000,1013500,750747,0,0,0,0,750747,110000,,0,0,105000,1000,0,,4000,0,0,298524.25209,0,0,298524.25209,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2031,"Общество с ограниченной ответственностью ""Медицинская страховая компания ""ИНКО-МЕД""",116800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,116800,0,0,0,0,0,0,0,116800,0,0,116800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2042,"Общество с ограниченной ответственностью ""Страховая компания ""Гранта""",106252309.26708001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,56652407.38074,36041162.23224,0,0,0,33274518.44981,0,2766643.78243,20611245.1485,19834460.7155,51068.8,725715.633,49599901.88634,41687649.79913,10632222.74289,10632222.74289,0,720000,0,10837.745,0,10837.745,4719912.83471,0,0,0,0,0,0,0,0,0,0,0,18733390.75844,1367.4744,0,18732023.28404,6871285.71809,5486473.50676,456943.70579,927868.50554,6826112.77508,273000,273000,0,0,0,0,26490,0,26490,0,0,0,0,5350675.37004,4175.37004,5346500,1148447.40504,0,0,121800,0,1026647.40504,27500,,0,0,0,0,0,,27500,0,0,1086139.31213,0,0,1086139.31213,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2239,"Акционерное общество ""АльфаСтрахование""",2645998618532.882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,37861978079.608,17477901073.047,0,8715335765.297,14046000,744333716.601,0,8004185591.149,20384077006.561,0,12447244067.249,7936832939.312,87199745165.274,26026315001.075,1790693889.177,1790693889.177,0,107573498.801,2457182682.814,1587471594.472,1508435905.079,79035689.393,5782481385.64,264811358.067,168627947.245,55781355.501,0,112846591.744,0,96183410.822,57455.454,0,96125955.368,0,11073039745.934,433196170.323,1783369137.415,8856474438.196,2963060846.17,1521940787.063,44924044.974,1396196014.133,58258194480.646,124773688.932,124773688.932,0,0,0,31980247751.821,19558071560.796,19237024358.45,321047202.346,49937943.58,49937943.58,0,0,115159682.317,86125389.693,29034292.624,6426031508.842,146361900.694,17800870,54470854.302,30200536.153,6177197347.693,3972344.358,,278792.828,0,0,0,0,,260000,3433551.53,955267588.044,1959968095.509,1674949383.713,0,285018711.796,,,,,,,,,0,487315000,365977500,9287500,14560000,97490000,2520449580288,1192169252864,98523136,1192070729728,761604096,761604096,0,595716096,15527983104,15173306368,354676736,1108239408384,106076810496,365896400896,89253916672,547012280320,67490406400,135664640000,0
2346,"Акционерное общество ""Объединенная страховая компания""",253817296.47031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,111525999.32769,91497704.54109,72397.1974,0,0,76357834.474,0,15067472.86969,20028294.7866,3344298.1566,6431032.335,10252964.295,142291297.14262,116633240.08039,34913264.48709,34206570.87009,706693.617,37500,2100,1201855.44546,655321.11446,546534.331,17589343.42726,3200,0,0,0,0,0,3200,0,0,3200,0,46532165.42027,16365568.62602,736516.9235,29430079.87075,16353811.30031,5444443.51441,1364608.18698,9544759.59892,6953258.78584,928500,928500,0,0,0,236214.736,1704432.14491,1095689.04491,608743.1,2000,0,0,2000,1321880,85830,1236050,2748551.70119,211166.6635,0,5000,5000,2527385.03769,11680.20374,,0,0,0,0,0,,11500,180.20374,2000,18702798.27639,109052.627,0,18593745.64939,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2496,"Общество с ограниченной ответственностью ""Абсолют Страхование""",150434823729.12692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,759713010.1205,676412875.19291,524093222.9228,136500,34480000,2999523.234,0,114703629.03611,83300134.92759,11308.15,0,83288826.77759,3358976415.00643,2435860954.85756,50098564.34217,50098564.34217,0,0,0,54746279.9841,13067650.13413,41678629.84997,1686630426.44994,16118122.83032,15642725.84932,14718944.98724,1528.931,922251.93108,0,475396.981,475396.981,0,0,0,480317808.25085,20607396.65329,91137687.46642,368572724.13114,147949753.00018,140349678.34691,141980,7458094.65327,865053878.8918,10238513.8,10238513.8,0,0,2303712.08094,19500,673848393.33019,0,673848393.33019,0,0,0,0,76823596.38414,22988090.019,53835506.36514,101767163.29653,7445566.0534,0,0,191568.42,94130028.82313,53000,,0,0,0,0,0,,53000,0,22130306.39585,35931274.86122,146463.85208,0,35784811.00914,,,,,,,,,0,14340000,7200000,20000,360000,6760000,146301794304,0,0,0,0,0,0,69836800,1175879680,954003456,221876224,145056077824,9008429056,59619563520,7746129920,68681955328,0,0,0
2619,"Акционерное общество ""Страховая компания ""Астро-Волга""",1323804503.86738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,512049472.28743,317226589.38168,0,0,0,28482898.35414,0,288743691.02754,194822882.90575,262660.3935,36345752.50925,158214470.003,808670127.57995,331474273.09077,56673219.11265,56673219.11265,0,0,0,212691.32041,0,212691.32041,9096526.99509,1829852.615,1714025.315,321528.454,0,1392496.861,0,115827.3,0,0,115827.3,0,60941700.65465,0,2915010.37395,58026690.2807,202720282.39297,1296881.92703,6416280.27774,195007120.1882,444508837.04505,440438120,440438120,0,0,0,0,100077.6,0,100077.6,0,0,0,0,17000,1000,16000,3774194.41751,1535077.04804,0,0,0,2239117.36947,179445.02754,,0,0,125945.02754,0,0,,53500,0,0,32687017.44413,0,0,32687017.44413,,,,,,,,,0,1575000,615000,80000,0,880000,1509904,0,0,0,0,0,0,12144,24288,8096,16192,1141536,481712,109296,8096,542432,0,0,0
2682,"Общество с ограниченной ответственностью ""Страховая компания ""ИНСАЙТ""",135248810.18634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,23749506.77952,23526715.3905,0,0,0,457813.61366,0,23068901.77684,222791.38902,0,4800,217991.38902,111499303.40682,30065619.27287,28930775.626,28930775.626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1134843.64687,0,0,1134843.64687,1884000,1884000,1884000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,79549684.13395,0,0,79549684.13395,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2708,Акционерное общество «Баланс Страхование»,4458608093.07327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,152721.28,152721.28,0,0,0,152721.28,0,0,0,0,0,0,4458455371.79327,1080726868.49976,0,0,0,9555,33199434.4339,107705430.74419,107705430.74419,0,836872170.30413,0,0,0,0,0,0,0,0,0,0,0,102940278.01754,0,27631.2306,102912646.78694,0,0,0,0,3363584205.041,0,0,0,0,0,20796504.062,3318507072.814,3318507072.814,0,0,0,0,0,2009850,0,2009850,22270778.165,208000,0,0,0,22062778.165,0,,0,0,0,0,0,,0,0,0,14144298.25251,0,0,14144298.25251,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2733,"Акционерное общество ""Страховая компания ""Бестиншур""",12470039985633.691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,2850686379365.55,2850421180577.3,29469.6967,0,0,0,0,2850421151107.6,265198788.24689,189244818.082,58003216.93989,17950753.225,9619353606268.14,26210361439.4652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113950,0,0,113950,26210247489.4652,0,0,26210247489.4652,38484711042.763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38484711042.763,0,0,0,0,38484711042.763,0,,0,0,0,0,0,,0,0,0,9554658533785.91,755071.21499,0,9554657778714.7,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2877,"Общество с ограниченной ответственностью ""Страховая компания ""Мегарусс-Д""",226326435.14727002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,110987541.99738,65909261.72388,0,0,0,65680200,0,229061.72388,45078280.2735,0,45072930.2735,5350,115338893.14989,115338743.14989,1114578.14923,1114578.14923,0,0,0,0,0,0,85378463.71764,0,0,0,0,0,0,0,0,0,0,0,28588600.81152,0,0,28588600.81152,257100.4715,34935,2959,219206.4715,150,0,0,0,0,0,0,0,0,0,0,0,0,0,150,150,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2917,"Общество с ограниченной ответственностью ""Страховая компания НИК""",5049603.58679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,2721200,623200,0,0,0,623200,0,0,2098000,0,2098000,0,2328403.58679,2098788.06129,0,0,0,0,90000,0,0,0,1692655.09256,0,0,0,0,0,0,0,0,0,0,0,183179.59273,0,0,183179.59273,132953.376,0,0,132953.376,170700,7500,7500,0,0,0,103200,0,0,0,0,0,0,0,0,0,0,60000,0,0,0,0,60000,0,,0,0,0,0,0,,0,0,0,58915.5255,0,0,58915.5255,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2947,"Акционерное общество ""Страховая компания ""РСХБ-Страхование""",1766098783.17779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,151112942.03316,134835043.66275,4634389.9775,30537800,0,17595198.47924,0,82067655.20601,16277898.37041,381212.568,500,15896185.80241,1613850841.14463,1513509208.99517,14083564.73708,14083564.73708,0,4446700.27335,0,475833.7684,464000,11833.7684,7787214.22302,404266152.68599,231145297.34947,100999746.40838,2117476.07419,126281994.0459,1746080.821,173120855.33652,13252101.25145,1983097.81771,151733155.05498,6152501.21238,1003140908.21878,18163461.85408,59602821.35777,925374625.00693,79308835.08855,9466943.45767,0,69841891.63088,12215127.3424,476750,476750,0,0,0,0,516508.2,0,516508.2,0,0,0,0,154000,100000,54000,11067869.1424,2058209.9294,0,8000,0,9001659.213,0,,0,0,0,0,0,,0,0,16348528.39557,71777976.41149,164974.73426,0,71613001.67723,,,,,,,,,0,1135000,1135000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3064,"Акционерное общество ""Боровицкое страховое общество""",138433960.54983002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,95299877.7617,18421030.2767,395744.0737,5143600,0,0,0,12881686.203,76878847.485,4777039.3935,0,72101808.0915,43134082.78813,35424869.87886,30670647,30670482,165,0,0,0,0,0,946225.72132,0,0,0,0,0,0,0,0,0,0,0,3570505.16511,0,0,3570505.16511,237491.99243,0,0,237491.99243,7702412.90927,31600,31600,0,0,0,0,0,0,0,0,0,0,0,99365.13032,0,99365.13032,7117897.77595,29647.9918,0,0,0,7088249.78415,453550.003,,0,0,0,0,0,,439050.003,14500,0,6800,0,0,6800,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3128,"Общество с ограниченной ответственностью ""Международная страховая компания ""АйАйСи""",2348798610.38371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,2562153.86624,26453.86624,0,0,0,0,0,26453.86624,2535700,0,0,2535700,2346236456.51747,2345874118.3652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2345874118.3652,0,0,2345874118.3652,348300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,348300,0,0,0,0,348300,0,,0,0,0,0,0,,0,0,0,14038.15227,0,0,14038.15227,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3211,"Акционерное общество ""Группа страховых компаний ""Югория""",627027391827.7954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,2791131643.92266,846533779.98823,38491754.4441,24123100,0,90757006.64282,0,693161918.90131,1944597863.93443,228785267.1015,503669640.50423,1212142956.3287,2810392339.87279,2283309390.95476,305200777.36714,305200777.36714,0,2020174.79166,10202944.63471,21786738.76165,0,21786738.76165,518507706.11238,175151,0,0,0,0,0,175151,0,0,175151,0,758026184.21751,15511493.5701,315413984.08945,427100706.55796,667389714.06971,62214513.5232,36376811.58284,568798388.96367,501597886.17526,4647385,4647385,0,0,82120,52659490.76985,262185760.63972,28960768.71691,233224991.92281,11991177.53553,1027126,0,10964051.53553,422138.70353,28300,393838.70353,168770146.18512,111891385.92667,0,1643100,0,55235660.25845,839667.34151,,0,20000,0,0,0,,128000,691667.34151,5985224.43612,19499838.30665,15119.45868,0,19484718.84797,,,,,,,,,0,91510000,64417500,3052500,6120000,17920000,621334357844,0,0,0,1051548960,1051548960,0,34205600,2561776800,2561776800,0,539731617444,32845103632,56632936800,27663538144,422590038868,42221206200,35732464600,0
3225,"Общество с ограниченной ответственностью ""Страховая компания ИНТЕРИ""",73464411.00607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,6640500,5343000,0,5343000,0,0,0,0,1297500,0,0,1297500,66823911.00607,45749411.00607,45317411.00607,45317411.00607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,432000,0,0,432000,0,0,0,0,21074500,21074500,21074500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
